Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
鞋墊專賣店,男女鞋,Men Shoes,Baby & Kids Fashion,Baby & Kids Fashion
食品材料,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
防漏水噴霧,居家生活,Home & Living,Home & Living,Home & Living
darkkar,美妝保健,Beauty,Beauty,Beauty
office下載,3C與筆電,Computers & Accessories,Computers & Accessories,Mobile & Gadgets
俗女養成記,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
美髮,美妝保健,Beauty,Beauty,Fashion Accessories
尹stay,居家生活,Home & Living,Home & Living,Food & Beverages
回復 術士 的 重啟 人生,書籍及文創商品,Books & Magazines,Hobbies & Collections,Hobbies & Collections
小熊 餅乾,美食、伴手禮,Food & Beverages,Food Delivery,Food & Beverages
綠 世界,服務、票券,"Tickets, Vouchers & Services",Food & Beverages,Food & Beverages
南部 粽,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
世界 展望 會,服務、票券,,,
a32,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
皇帝 蟹,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
帆布 鞋,男女鞋,Women Shoes,Women Shoes,Men Shoes
鴨血,,Food & Beverages,Food & Beverages,Food & Beverages
led 檯燈,,Home & Living,Home & Living,Sports & Outdoors
samsung note,,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
豬腳麵線,,Food & Beverages,Food & Beverages,Food & Beverages
ace001,3C與筆電,Hobbies & Collections,Sports & Outdoors,Sports & Outdoors
tokuyo,家電影音,Health,Health,Home Appliances
便利貼,居家生活,Stationery,Stationery,Stationery
古曼童,娛樂、收藏,Home & Living,Home & Living,Hobbies & Collections
品夏氣炸鍋,家電影音,Home Appliances,Home Appliances,Home Appliances
屈臣氏,美妝保健,Beauty,Mom & Baby,Food & Beverages
屏風,居家生活,Home & Living,Home & Living,Home & Living
愛妻宣言,其他類別,Home & Living,Stationery,Stationery
手機穩定器,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
拍立得,3C與筆電,Cameras & Drones,Cameras & Drones,Cameras & Drones
新光三越週年慶,Others,"Tickets, Vouchers & Services",Home & Living,Home & Living
施巴,嬰幼童與母親,Beauty,Beauty,Beauty
月亮枕,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
紅米note 7,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
虎航,娛樂、收藏,Stationery,"Tickets, Vouchers & Services",Hobbies & Collections
防狼噴霧,居家生活,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
全聯福袋,娛樂、收藏,Travel & Luggage,Travel & Luggage,Home & Living
蔬果箱,美食、伴手禮,Home & Living,Home & Living,Home & Living
8,Others,Computers & Accessories,Hobbies & Collections,Hobbies & Collections
海盜船,3C與筆電,Computers & Accessories,Computers & Accessories,Men Shoes
輕珠寶,女生配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
parking,汽機車零件百貨,Hobbies & Collections,Mom & Baby,Mom & Baby
窗簾,居家生活,Home & Living,Home & Living,Home & Living
nbr 手套,居家生活,Home & Living,Home & Living,Home & Living
裸照,Others,Women Clothes,Women Clothes,Women Clothes
地標 網通,手機平板與周邊,,,
商店 街,Platform Terms ( Shopee / Momo),,,
gogoro3,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
象印電烤盤,家電影音,Home Appliances,Home Appliances,Home Appliances
kq200n,居家生活,Home & Living,Home & Living,Home & Living
餛飩,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
生日禮物送什麼,Others,Women Bags,Hobbies & Collections,Hobbies & Collections
rs660,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
牛肉 乾,美食、伴手禮,Food & Beverages,Pets,Pets
孕婦 維他命,嬰幼童與母親,Health,Health,Health
honda hornet 2.0,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
dvd播放器,家電影音,Audio,Audio,Home & Living
kakao friends,娛樂、收藏,Home & Living,Stationery,Stationery
netis,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
qcy t1 pro,手機平板與周邊,,Audio,Audio
skii,美妝保健,Beauty,Beauty,Beauty
switch 魔物獵人,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
w.dressroom,居家生活,Beauty,Beauty,Beauty
wifi,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
化妝水,美妝保健,Beauty,Beauty,Beauty
壁燈,居家生活,Home & Living,Home & Living,Home & Living
戰艦世界,娛樂、收藏,Gaming & Consoles,Gaming & Consoles,Hobbies & Collections
抽屜櫃,居家生活,Home & Living,Home & Living,Home & Living
明蝦,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
水耕植物,居家生活,Home & Living,Home & Living,Home & Living
牛仔褲,女生衣著,Men Clothes,Men Clothes,Men Clothes
眼鏡,女生配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
膠囊咖啡機,家電影音,Home Appliances,Home Appliances,Home Appliances
蝦皮折價券,Platform Terms ( Shopee / Momo),"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
衛生紙,居家生活,Home & Living,Home & Living,Home & Living
靈魂行者,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Home & Living
韓式泡菜,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
飛樂氣炸鍋,家電影音,Home Appliances,Home Appliances,Home Appliances
鹵素電暖器,家電影音,Home Appliances,Home Appliances,Home Appliances
rog phone 5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Computers & Accessories
日本益生菌,美妝保健,Health,Health,Health
嬰幼兒推車,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
翻糖蛋糕,居家生活,Food & Beverages,Food & Beverages,Food & Beverages
小籠湯包,美食、伴手禮,Food & Beverages,Food & Beverages,Home & Living
賀眾飲水機,家電影音,Home Appliances,Home Appliances,Health
屏風櫃,居家生活,Home & Living,Home & Living,Home & Living
aape,男生衣著,Men Clothes,Men Clothes,Men Clothes
消波塊,娛樂、收藏,Home & Living,Hobbies & Collections,Pets
吉田 porter,男生包包與配件,Men Bags,Men Bags,Stationery
元素 週期 表,書籍及文創商品,,,
小 禮服,女生衣著,Women Clothes,Women Clothes,Women Clothes
香帥蛋糕,美食、伴手禮,,Food & Beverages,
塑膠 椅,居家生活,Home & Living,Home & Living,Home & Living
馬頭 魚,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
gogoro手機架,3C與筆電,Motorcycles,Motorcycles,Motorcycles
橄欖 油,美食、伴手禮,Food & Beverages,Beauty,Beauty
睫毛生長液,,Beauty,Beauty,Beauty
硅藻土墊,,Home & Living,Home & Living,Home & Living
1060 6g,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
220v轉110v,居家生活,Home Appliances,Home Appliances,Home Appliances
3/4安全帽,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
nyx,美妝保健,Beauty,Beauty,Beauty
t恤,男生衣著,Men Clothes,Men Clothes,Men Clothes
保險箱,居家生活,Home & Living,Home & Living,Home & Living
扭蛋,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
抽水馬達,居家生活,Home & Living,Home & Living,Pets
木棧板,居家生活,Home & Living,Home & Living,Hobbies & Collections
標籤紙,居家生活,Stationery,Stationery,Stationery
膠原蛋白,美妝保健,Health,Health,Health
魔鬼氈,居家生活,Stationery,Stationery,Stationery
黑米,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
anna sui 香水,美妝保健,Beauty,Beauty,Beauty
三菱重機,汽機車零件百貨,Hobbies & Collections,Automobiles,Automobiles
偉士牌電動車,汽機車零件百貨,Mom & Baby,Mom & Baby,Motorcycles
牛奶,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
汽車 百貨,汽機車零件百貨,Automobiles,Automobiles,Automobiles
電器 櫃,居家生活,Home & Living,Home & Living,Home & Living
保險箱,居家生活,Home & Living,Home & Living,Home & Living
spanking,其他類別,Health,Health,Home & Living
原價屋蝦皮,3C與筆電,Computers & Accessories,Computers & Accessories,Home & Living
水餃皮,美食、伴手禮,Home & Living,Home & Living,Home & Living
滿天星,,Home & Living,Home & Living,Home & Living
2tb 硬碟,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
canon,3C與筆電,Cameras & Drones,Cameras & Drones,Computers & Accessories
cj,美食、伴手禮,Motorcycles,Motorcycles,Home Appliances
mlb,男生包包與配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
oppo reno2,手機平板與周邊,,Mobile & Gadgets,Mobile & Gadgets
s403fa,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
sugirl,女生衣著,Women Bags,Women Bags,Women Bags
xbox360 手把,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
傳奇今生,美妝保健,Beauty,Beauty,Beauty
壓克力展示盒,居家生活,Hobbies & Collections,Hobbies & Collections,Home & Living
小飛馬,家電影音,Sports & Outdoors,Sports & Outdoors,Women Bags
平板手機,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Hobbies & Collections
敷面膜,美妝保健,Beauty,Beauty,Beauty
欸你過來一下,居家生活,Books & Magazines,Books & Magazines,Books & Magazines
波士頓龍蝦,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
添好運,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
牛肋條,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
男包,男生包包與配件,Men Bags,Men Bags,Men Bags
羅威,女生包包/精品,Beauty,Men Clothes,Fashion Accessories
薯條,美食、伴手禮,Food & Beverages,Food & Beverages,"Tickets, Vouchers & Services"
豐力富,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
音箱,家電影音,Audio,Audio,Audio
咖啡紙杯,居家生活,Home & Living,Home & Living,Home & Living
face shield,居家生活,Home & Living,Baby & Kids Fashion,Baby & Kids Fashion
weverse,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,"Tickets, Vouchers & Services"
男香推薦,美妝保健,Beauty,Beauty,Beauty
滾筒 洗衣機,家電影音,Home Appliances,Home Appliances,Home & Living
nba直播,Others,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
智慧電視,家電影音,Home Appliances,Home Appliances,Home Appliances
無線藍芽耳機推薦,手機平板與周邊,Audio,Audio,Automobiles
水銀溫度計,居家生活,Home & Living,Health,Home & Living
粉刺清除,美妝保健,Beauty,Beauty,Beauty
變形 金剛,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Mom & Baby
紋身 貼紙,居家生活,Fashion Accessories,Fashion Accessories,Stationery
強制色色,娛樂、收藏,Books & Magazines,Home & Living,Books & Magazines
三星 摺疊 手機,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
coach 斜 背包,女生包包/精品,,,
1660,3C與筆電,Computers & Accessories,Computers & Accessories,Home & Living
woo,汽機車零件百貨,Motorcycles,Motorcycles,Men Clothes
寶可夢 神獸,遊戲王,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
realme gt neo 2,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
運動世界,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
dyson hp00,家電影音,Home Appliances,Home Appliances,Home Appliances
硅藻土墊,居家生活,Home & Living,Home & Living,Home & Living
samsung note,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
蝴蝶 酥,,Food & Beverages,Food & Beverages,Food & Beverages
brita濾芯,居家生活,Home & Living,Home Appliances,Home & Living
iphone xr,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jvc,家電影音,Home Appliances,Home Appliances,Audio
spinfit,居家生活,Audio,Audio,Audio
吸音板,居家生活,Home & Living,Home & Living,Audio
廚餘桶,居家生活,Home & Living,Home & Living,Home & Living
掛鐘,居家生活,Home & Living,Home & Living,Home & Living
紫外線燈,家電影音,Home & Living,Home & Living,Home Appliances
耳塞式耳機,手機平板與周邊,Audio,Audio,Computers & Accessories
花露水,居家生活,Home & Living,Home & Living,Home & Living
門弓器,居家生活,Home & Living,Home & Living,Home & Living
霧化機,居家生活,Home & Living,Home & Living,Home & Living
循利寧,美食、伴手禮,Health,Health,Health
iris ohyama,家電影音,Home Appliances,Home Appliances,Home Appliances
xviedo,Others,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
電熱毯推薦,家電影音,Home & Living,Pets,Pets
影印,3C與筆電,"Tickets, Vouchers & Services",Books & Magazines,Computers & Accessories
rs neo,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
a7m4,3C與筆電,Cameras & Drones,Cameras & Drones,Cameras & Drones
零錢 包,男生包包與配件,Women Bags,Hobbies & Collections,Hobbies & Collections
note 10s,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
花枝 丸,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
camelbak 水壺,戶外與運動用品,Mom & Baby,Mom & Baby,Sports & Outdoors
恐龍 裝,嬰幼童與母親,Home & Living,Baby & Kids Fashion,Baby & Kids Fashion
雙人 沙發,居家生活,Home & Living,Home & Living,Home & Living
蝦皮店到店門市營業時間,Platform Terms ( Shopee / Momo),Home & Living,Home & Living,Home & Living
金錢 草,居家生活,Home & Living,Home & Living,Pets
冰箱 收納,居家生活,,Home & Living,Home & Living
a 動漫,其他類別,Men Clothes,Mobile & Gadgets,Mobile & Gadgets
三星 彩,手機平板與周邊,,,
看 漫畫,書籍及文創商品,,,
情色漫畫,,Books & Magazines,Books & Magazines,Hobbies & Collections
農藥,,Home & Living,Books & Magazines,Home Appliances
switch 搖桿,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
www.pc,Platform Terms ( Shopee / Momo),,,
冷氣清潔劑,居家生活,Home & Living,Home & Living,Home & Living
壓克力顏料,居家生活,Stationery,Stationery,Stationery
外接式光碟機,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
大麥若葉,美妝保健,Food & Beverages,Health,Food & Beverages
成人頻道,Others,Home Appliances,Watches,Watches
滑鼠推薦,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
理科太太 保養品,美妝保健,Beauty,Beauty,Beauty
白鞋,男女鞋,Women Shoes,Women Shoes,Men Shoes
睫毛材料批發,美妝保健,Beauty,Beauty,Beauty
臭氧機,家電影音,Home Appliances,Home Appliances,Home Appliances
茶具組,居家生活,Home & Living,Home & Living,Home & Living
蔓越莓乾,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
藥盒,居家生活,Home & Living,Home & Living,Home & Living
衛浴設備,居家生活,Home & Living,Home & Living,Home & Living
野營,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Home Appliances
電器櫃,居家生活,Home & Living,Home & Living,Home & Living
香奈兒,女生包包/精品,Beauty,Women Bags,Beauty
高跟鞋,男女鞋,Women Shoes,Women Shoes,Women Shoes
棧板床架,居家生活,Home & Living,Home & Living,Home & Living
開關面板,居家生活,Home Appliances,Home Appliances,Home Appliances
金煌芒果,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
tryall,戶外與運動用品,Health,Health,Health
乳膠 漆,居家生活,Home & Living,Home & Living,Home & Living
機車 電池,汽機車零件百貨,Motorcycles,Motorcycles,Watches
美德 醫療 口罩,居家生活,Health,Health,Fashion Accessories
出租女友,娛樂、收藏,Books & Magazines,Hobbies & Collections,Books & Magazines
女生 鞋子,男女鞋,Women Shoes,Women Shoes,Women Clothes
柚木 沙發,居家生活,Home & Living,Home & Living,Home & Living
h 動漫,其他類別,Books & Magazines,Home & Living,Computers & Accessories
吳家媽媽地瓜酥,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
商業 週刊,書籍及文創商品,,,
情色漫畫,書籍及文創商品,Books & Magazines,Books & Magazines,Hobbies & Collections
nike老爹鞋,男女鞋,Women Shoes,Women Shoes,Women Shoes
調理棒,家電影音,Home Appliances,Home Appliances,Home Appliances
adidas,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Men Clothes
ikuk陶瓷保溫杯,居家生活,Home & Living,Home & Living,Home & Living
just dance,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
床包,居家生活,Home & Living,Home & Living,Home & Living
掃地機器人,家電影音,Home Appliances,Home Appliances,Home Appliances
數據機,3C與筆電,Computers & Accessories,Computers & Accessories,Automobiles
樂土,居家生活,Home & Living,Home & Living,Home & Living
肉粽,美食、伴手禮,Food & Beverages,Food & Beverages,Mom & Baby
行李束帶,居家生活,Travel & Luggage,Travel & Luggage,Travel & Luggage
銀寶善存,美妝保健,Health,Health,Health
書桌推薦,居家生活,Home & Living,Home & Living,Home & Living
薄荷精油,居家生活,Home & Living,Home & Living,Health
類紙膜,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
復合占卜,娛樂、收藏,Home & Living,Home & Living,Hobbies & Collections
酷媽,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
國中生物重點整理,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
短髮 造型,美妝保健,Fashion Accessories,Fashion Accessories,Women Clothes
cb150r價格,汽機車零件百貨,,,
檯燈推薦,居家生活,Home & Living,Home & Living,Home & Living
雲豹 223h,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
東元 冷氣,家電影音,Home Appliances,Home & Living,Home & Living
防疫外套,女生衣著,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
casetify手機殼,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
curry 9,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
印泥,居家生活,Stationery,Stationery,Stationery
jm solution 面膜,美妝保健,Beauty,Beauty,Beauty
dq200,汽機車零件百貨,Automobiles,Automobiles,Automobiles
東京 復仇 者 漫畫,書籍及文創商品,,,
les nereids,女生配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
presious,娛樂、收藏,,,
農藥,居家生活,Home & Living,Books & Magazines,Home Appliances
1111購物節,Platform Terms ( Shopee / Momo),Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
hp,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
i8 plus,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
led 燈管,居家生活,Home & Living,Home & Living,Home & Living
nokia,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
印表機,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
史萊姆,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
小米無線充電,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
標籤貼紙,居家生活,Stationery,Stationery,Stationery
海底撈湯底,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
烏龍派出所,娛樂、收藏,Books & Magazines,Books & Magazines,Gaming & Consoles
紅米5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Food & Beverages
蓋世特,3C與筆電,Home Appliances,Home Appliances,Home Appliances
蝦皮免運費,Platform Terms ( Shopee / Momo),,Beauty,Beauty
雨褲,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
anker soundcore liberty air 2 pro,手機平板與周邊,Audio,Audio,Audio
貼膜神器,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
