Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
y6,,,Mobile & Gadgets,
termos de comida,Hogar y Vida,,,
tv box android,Electrónica,,Home Appliances,
zapatillas michelin,Calzado de Mujer,,,
teclado gamer,Computación,Computers & Accessories,Computers & Accessories,Sports & Outdoors
cloro granulado piscina,Hogar y Vida,Home & Living,Home & Living,Home & Living
cama alta,Hogar y Vida,Home & Living,Women Shoes,Women Shoes
lavadora secadora,Electrodomésticos,,,
zapatos mujer,Calzado de Mujer,,Women Shoes,Sports & Outdoors
"falabella,cl",Platform Terms (Mercado/Shopee),,,
peto deportivo,Hogar y Vida,,,
cuadros,Hogar y Vida,Home & Living,Home & Living,Home & Living
parka columbia mujer,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes
camionetas 4x4,Accesorios para Vehículos,Automobiles,Automobiles,Automobiles
cerradura electrica,Hogar y Vida,Home & Living,Sports & Outdoors,Sports & Outdoors
chance chanel,Belleza,,,
huawei y9,Celulares y Gadgets,,,
alta frecuencia,Belleza,,,
arriendo de piezas,Hogar y Vida,,,
gamulan hombre,Ropa de Hombre,,Sports & Outdoors,Men Clothes
xiaomi 11 lite,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
vasos personalizados,Hogar y Vida,,,
dalmata,,,Hobbies & Collections,Fashion Accessories
luces solares,Hogar y Vida,,Home & Living,Hobbies & Collections
roldana,Hogar y Vida,,,
goku,Juguetes y Hobbies,,Hobbies & Collections,Hobbies & Collections
juego del calamar,Others,Mobile & Gadgets,Home & Living,Mom & Baby
hot toys,Juguetes y Hobbies,,Hobbies & Collections,
vivo,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
sillones seccionales,Hogar y Vida,Home & Living,Home & Living,Home & Living
bananos,Bolsas de Mujer,Women Bags,Men Bags,Women Bags
sofa en l,Hogar y Vida,Home & Living,Audio,Home & Living
puerta de seguridad,Others,,,
max steel,Juguetes y Hobbies,,Mom & Baby,Hobbies & Collections
maquina sublimacion,Hogar y Vida,,Stationery,
brazzers,Accesorios de Moda,Men Clothes,Automobiles,Automobiles
ventanas aluminio,Hogar y Vida,Home & Living,Home & Living,Home & Living
accesorios para perros,,Pets,Pets,Pets
adaptador vga a hdmi,Computación,,Computers & Accessories,Audio
termo hervidor,Electrodomésticos,,Home & Living,Home & Living
titeres,Madre y Bebé,,,
soporte para notebook,Computación,,Computers & Accessories,Home & Living
lanas orquidea,Hogar y Vida,Home & Living,Women Clothes,Women Clothes
dianol enprecio,Salud,,,
sofa cama rosen,Hogar y Vida,,,
sodimac cemento,Hogar y Vida,,,
zapato seguridad,Calzado de Hombre,,Men Shoes,Men Shoes
audifonos gamer,Computación,,Audio,Audio
mercadolibrechile,Platform Terms (Mercado/Shopee),,,
sodimac angol,Others,,,
mossimo mujer,Ropa de Mujer,,,
muebles de terraza,Hogar y Vida,,Home & Living,
cable electrico,Hogar y Vida,,Home & Living,Home & Living
xiaomi mi box,Electrónica,,Home Appliances,
zoro figura,Juguetes y Hobbies,,Hobbies & Collections,
polerones estampados,Ropa de Mujer,,,
cama inflable 2 plazas,Hogar y Vida,Home & Living,Home & Living,Home & Living
juegos ps2,Videojuegos,,Gaming & Consoles,Gaming & Consoles
cortina,Hogar y Vida,Home & Living,Home & Living,Automobiles
loro pepe,Juguetes y Hobbies,,,
escort quilicura,Others,,,
caja plastica,Hogar y Vida,,Home & Living,
indor,Hogar y Vida,,,
lonchera electrica,Electrodomésticos,Home & Living,Home & Living,Home & Living
lona para toldo,Hogar y Vida,,Home & Living,
caja fuerte,Hogar y Vida,,Home & Living,
cable de red,Computación,,Computers & Accessories,Computers & Accessories
plumon sherpa,Hogar y Vida,Stationery,Stationery,Stationery
generador sodimac,Hogar y Vida,,,
pantalon de buzo hombre,Ropa de Hombre,,Men Clothes,
camas infantiles,Madre y Bebé,Home & Living,Mom & Baby,Mom & Baby
generador electrico sodimac,Others,,,
smartband,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
sodimas,Others,,,
silla escritorio sodimac,Others,,,
telefono samsung,Celulares y Gadgets,,,
cama abatible,Hogar y Vida,Home & Living,Home & Living,Home & Living
mat yoga,Deportes y Fitness,,,
interruptor 9/24,Hogar y Vida,,Home & Living,
cadenas de oro,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
caja registradora juguete,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Hobbies & Collections
paw patrol para colorear,Libros y Revistas,,,
figuras de yeso para pintar,Juguetes y Hobbies,Stationery,Stationery,Stationery
repuestos suzuki 10 de julio,Accesorios para Vehículos,,,
cola de zorro,Hogar y Vida,Men Clothes,Fashion Accessories,Fashion Accessories
impresora dtg,,,,
beauty store,,Men Clothes,Beauty,Beauty
rifle pcp,Deportes y Fitness,,,
guantes de arquero,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
spy x family manga,Juguetes y Hobbies,,,
almohada cervical,Hogar y Vida,,Home & Living,Home & Living
laminas para termolaminar,Papelería,,,
botines lippi mujer,Calzado de Mujer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
engrapadora electrica,Hogar y Vida,Home & Living,Home & Living,Home & Living
roller,Hogar y Vida,,,
maquina pan,Electrodomésticos,,Home Appliances,Home Appliances
escobillon municipal,Hogar y Vida,,,
repisas plasticas,Hogar y Vida,Home & Living,Home & Living,Home & Living
arriendo sodimac,Others,,,
homecenter sodimac talca,Others,,,
tazas,Others,,Home & Living,
sanzu tokyo revengers,Juguetes y Hobbies,Fashion Accessories,Home & Living,Men Clothes
duchas electricas,Hogar y Vida,,,
zapatillas reebok mujer,Calzado de Mujer,,Women Shoes,
entradas bad bunny2022,Others,,,
descorchador electrico,Hogar y Vida,Home & Living,Home & Living,Home & Living
calzas ecocuero,Ropa de Mujer,,,
deysa care,Salud,,,
beyblade,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
huawei band 6,Celulares y Gadgets,,Watches,Fashion Accessories
tostador,Electrodomésticos,,,
lavavajilla,Electrodomésticos,,,
maquina para cortar pelo de perro,Mascotas,Pets,Pets,Mom & Baby
sodimac herramientas,Others,,,
balanza digital sodimac,Others,,,
secadora de ropa tottus,Electrodomésticos,,,
fibrocemento siding,Hogar y Vida,,,
tr x,Deportes y Fitness,,,
reloj xiaomi mi watch,Celulares y Gadgets,Mobile & Gadgets,Baby & Kids Fashion,Baby & Kids Fashion
porno mujeres,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes
pega tanque,Hogar y Vida,Fashion Accessories,Home & Living,Home & Living
manta sherpa,Hogar y Vida,Home & Living,Home & Living,Home & Living
estufa halogena,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances
gripins,Juguetes y Hobbies,,,
cuevana2,Electrónica,,,
vinagre de alcohol,Alimentos y Bebidas,Home & Living,Home & Living,Home & Living
coldplay,Ropa de Hombre,,Hobbies & Collections,
escritorio en l,Hogar y Vida,,,
melodica,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Men Clothes
cama nido 1.5 plaza,Hogar y Vida,,,
arnes para perros,Mascotas,,Pets,
agendas personalizadas,Papelería,,,
duchas sodimac,Others,,,
chimenea electrica sodimac,Others,,,
shampoo para la caspa,Belleza,Mom & Baby,Mom & Baby,Mom & Baby
barras de seguridad para baños,Hogar y Vida,,Home & Living,
bandera bisexual,Hogar y Vida,,Home & Living,Home & Living
adidas yeezy,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
buzo colo colo,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
pedales bicicleta,,,,
combustion lenta,Electrodomésticos,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
friday night funkin,Madre y Bebé,,,
venta de perros,Mascotas,Pets,Pets,Beauty
kindle,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
la barra,Alimentos y Bebidas,Men Clothes,Sports & Outdoors,Sports & Outdoors
cama escritorio,Hogar y Vida,,,
vitrinas de vidrio,Hogar y Vida,,,
almohada viscoelastica,Hogar y Vida,,,
destornillador electrico,Hogar y Vida,,Home & Living,Home & Living
casa de barbie,Juguetes y Hobbies,,Hobbies & Collections,Hobbies & Collections
juego de comedor 4 sillas,Hogar y Vida,Home & Living,Home & Living,Home & Living
parka north face mujer,Ropa de Mujer,,,
mantas,Hogar y Vida,,,
receiver,Electrónica,,,
pop it,Juguetes y Hobbies,,Mom & Baby,Hobbies & Collections
jeans mujer,Ropa de Mujer,Women Clothes,Women Clothes,Home & Living
accesorios para bicicletas,Accesorios para Vehículos,,Sports & Outdoors,Sports & Outdoors
ampolleta,Hogar y Vida,,,
lombrices californianas,Mascotas,,,
retroexcavadora,Accesorios para Vehículos,,,
momo,Celulares y Gadgets,Hobbies & Collections,Mobile & Gadgets,Mobile & Gadgets
monos chino,Hogar y Vida,Baby & Kids Fashion,Fashion Accessories,Fashion Accessories
calefont 10 litros,Electrodomésticos,,,
poco f3 pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
utiles escolares,Papelería,Stationery,Stationery,Mobile & Gadgets
secadoras de ropa lider,Electrodomésticos,,,
delantal blanco laboratorio,Hogar y Vida,,,
zapatillas basketball mujer,Deportes y Fitness,Women Shoes,Sports & Outdoors,Women Shoes
celular basico,Celulares y Gadgets,,Mobile & Gadgets,
manta electrica,Hogar y Vida,,,
gps para niños,Accesorios para Vehículos,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion
mochilas,Bolsas de Mujer,,Women Bags,Women Bags
mueble para tv,Hogar y Vida,,,
buzo completo mujer,Ropa de Mujer,,,
pins,Accesorios de Moda,,Fashion Accessories,Fashion Accessories
pesas digitales,Salud,,Home & Living,
chalas mujer,Calzado de Mujer,,Women Bags,Fashion Accessories
ollas roichen,Hogar y Vida,,,
hemoglucotest,Salud,Health,Health,Health
draken tokyo revengers,Juguetes y Hobbies,Men Clothes,Women Bags,Women Bags
sierra de banco,Madre y Bebé,,,
sillon cama,Hogar y Vida,Home & Living,Home & Living,Home & Living
malla mosquitera,Hogar y Vida,Home & Living,Home & Living,Mom & Baby
regalos para el dia de la madre,Hogar y Vida,,Hobbies & Collections,Hobbies & Collections
carro de arrastre para auto,Others,,,
buscando a wally,Papelería,,,
motorola g20,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
maquina para hacer cabritas,Electrodomésticos,,,
indoor,Hogar y Vida,,Home & Living,
visillos,Hogar y Vida,,,
sartenes,Hogar y Vida,,Home & Living,
fanalet intranet corporativa,Others,,,
colecciones las ultimas noticias,Papelería,,,
zapatillas blancas hombre,Calzado de Hombre,,Men Shoes,Men Shoes
coche bebe,Madre y Bebé,,,
mioporo,Hogar y Vida,,,
omega estructural,Hogar y Vida,,,
bufanda,Accesorios de Moda,,Fashion Accessories,Fashion Accessories
zapatilla futbol,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
huawei smartwatch,Electrónica,,Mobile & Gadgets,
samsung a 12,Celulares y Gadgets,,Mobile & Gadgets,
converse run star hike,Calzado de Mujer,Women Shoes,Women Shoes,Sports & Outdoors
termo comida thermos,Hogar y Vida,,Home & Living,
pantalon termico,Ropa de Hombre,,,
lavamanos sobrepuesto,Hogar y Vida,,,
poco x3 pro,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
gato persa,Mascotas,,Pets,Pets
botines skechers mujer,Calzado de Mujer,Men Shoes,Men Shoes,Men Shoes
enceradora somela,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances
gravity falls,Papelería,Mobile & Gadgets,Hobbies & Collections,Stationery
bolsas para sellar al vacio,Hogar y Vida,Home & Living,Home & Living,Home & Living
coldplay,Others,,Hobbies & Collections,
vionelli espumante,Alimentos y Bebidas,,,
radio android 7 pulgadas,Accesorios para Vehículos,,,
abrigos largos mujer,Ropa de Mujer,,Women Clothes,Women Clothes
apple airpods 2 tiendas,Electrónica,,,
adopcion razas de perros pequeños,Mascotas,,,
sodimac coronel,Others,,,
teja asfaltica,Hogar y Vida,Mom & Baby,Mom & Baby,Mom & Baby
ceramica blanca,Hogar y Vida,Home & Living,Mom & Baby,Home & Living
comida para perros,Mascotas,,,
botin negro hombre,Calzado de Hombre,Women Shoes,Women Shoes,Women Shoes
enchufe macho,Hogar y Vida,,Computers & Accessories,
www.sodimac.cl,Others,,,
mocasin mujer,Calzado de Mujer,,Women Shoes,
zapatillas jordan hombre,Calzado de Hombre,,Men Shoes,
cargador carga rapida iphone,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
zapatillas c moran,Calzado de Mujer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
parkas impermeables hombre,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes
samsung galaxy note 10,,,Mobile & Gadgets,Mobile & Gadgets
ousama ranking,,Hobbies & Collections,Home & Living,Home & Living
cuatrimoto,Juguetes y Hobbies,,Motorcycles,
nuptse 700,Ropa de Hombre,,Men Clothes,
despertador,Joyas y Relojes,,,
ampolletas vintage,Hogar y Vida,Stationery,Stationery,Stationery
poleras oversize hombre,Ropa de Hombre,,,
cortina baño,Hogar y Vida,,,
perfume ariana grande,Belleza,Travel & Luggage,Travel & Luggage,Travel & Luggage
shampoo en seco,Belleza,Beauty,Beauty,Beauty
mangas,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
portaligas,Ropa de Mujer,,,
escort viña del mar,Accesorios para Vehículos,,,
freidora a gas,Electrodomésticos,,,
cortinas sodimac,Others,,,
zapatillas para niños,Madre y Bebé,,Baby & Kids Fashion,Baby & Kids Fashion
visicooler sodimac,Others,,,
niñas,Madre y Bebé,,Sports & Outdoors,Sports & Outdoors
disco duro,Computación,,Computers & Accessories,Computers & Accessories
vestido corto mujer,Ropa de Mujer,,Women Clothes,
caja de derivacion,Hogar y Vida,Home & Living,Home & Living,Home & Living
televisor,Electrónica,,,
seguiremos siendo amigos,Libros y Revistas,,,
demon slayer,Juguetes y Hobbies,,Hobbies & Collections,Hobbies & Collections
monster high,Madre y Bebé,Mom & Baby,Mom & Baby,Women Clothes
teclado,Computación,,Computers & Accessories,Computers & Accessories
tatuajes para hombres,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
zapatillas basketball mujer,Calzado de Mujer,Women Shoes,Sports & Outdoors,Women Shoes
vestido invierno mujer,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes
mapa mundial,Hogar y Vida,Computers & Accessories,Home & Living,Fashion Accessories
despensa cocina,Hogar y Vida,Home & Living,Beauty,Beauty
inciensos,Hogar y Vida,Home & Living,Home & Living,Home & Living
airpods 2,Electrónica,,Audio,Audio
sillon l,Hogar y Vida,,,
electrodomesticos,Electrodomésticos,,Home & Living,Home & Living
sony playstation 5 tiendas,Videojuegos,,,
miss dior perfume,Belleza,Beauty,Beauty,Beauty
primera capa top,Ropa de Hombre,,,
chaqueta moto mujer,Accesorios para Vehículos,,Women Clothes,
audifonos,Celulares y Gadgets,Audio,Audio,Audio
patines,Juguetes y Hobbies,,Sports & Outdoors,Sports & Outdoors
homecenter puerto montt,Others,,,
poleras hombre,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes
celulares cyberday,Others,,,
pesas para ejercicios,Deportes y Fitness,,Sports & Outdoors,
base dividida 2 plazas,Hogar y Vida,,,
sillon gerencial,Hogar y Vida,,,
xiaomi mi 11 lite,Celulares y Gadgets,,Mobile & Gadgets,
botas c moran,Calzado de Mujer,Men Shoes,Men Shoes,Men Shoes
nintendo 2ds,Videojuegos,,,
pou,Juguetes y Hobbies,,Mom & Baby,Home & Living
teclado de computadora,Computación,,Computers & Accessories,
coche de muñecas,Madre y Bebé,Automobiles,Mom & Baby,Mom & Baby
motorola g20,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
scaldasonno 2 plazas,Hogar y Vida,,,
gran pirineo,Mascotas,,,
audifonos,Electrónica,Audio,Audio,Audio
canasto ropa,Hogar y Vida,,,
pintura spray sodimac,Hogar y Vida,,,
afeitadora,Belleza,,Beauty,Beauty
plastilina,Papelería,,,
disfraz de cruella,Juguetes y Hobbies,Women Clothes,Women Clothes,Men Clothes
ladrillo princesa,Hogar y Vida,Mom & Baby,Mom & Baby,Mom & Baby
estufa a gas sodimac,Others,,,
plancha terciado,Hogar y Vida,,,
estufa eléctrica,Electrodomésticos,,,
siding sodimac,Others,,,
volcanita,Others,Home & Living,Home & Living,Home & Living
dkny be delicious,Belleza,Beauty,Beauty,Beauty
huawei freebuds pro,Electrónica,,,
tizador,Hogar y Vida,Home & Living,Home & Living,Home & Living
liquidacion terrazas sodimac,Others,,,
policarbonato ondulado,Hogar y Vida,,,
zadig & voltaire,Bolsas de Mujer,,Women Bags,Men Clothes
pedales bicicleta,Deportes y Fitness,,,
samsung galaxy note 10,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
buzo colo colo,,,Sports & Outdoors,Sports & Outdoors
salamandra a leña,Electrodomésticos,Mobile & Gadgets,Sports & Outdoors,Sports & Outdoors
broca avellanadora,Hogar y Vida,,,
colchoneta deportiva,Deportes y Fitness,,,
roku,Electrónica,,Home Appliances,
toner brother,Computación,Home Appliances,Computers & Accessories,Computers & Accessories
vionelli,Alimentos y Bebidas,,,
set de picnic,Hogar y Vida,,,
gorros new york,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
escaleras,Hogar y Vida,,,
cubrejunta,Hogar y Vida,Home & Living,Home & Living,Home & Living
esmeril de banco,Hogar y Vida,,,
robot aspiradora,Electrónica,,,
melamina sodimac,Others,,,
calvin klein one,Belleza,Men Clothes,Beauty,Beauty
lavadoras en,Electrodomésticos,,,
bloques de vidrio,Hogar y Vida,,,
puma zapatillas niña,Calzado de Mujer,Baby & Kids Fashion,Baby & Kids Fashion,Women Shoes
pop it among us,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Fashion Accessories
super mario 3d all stars,Videojuegos,,,
decolorante de pelo,Belleza,,,
205 55 r16,Accesorios para Vehículos,,,
calefactor a gas,Electrodomésticos,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
silla para bañar adulto mayor,Hogar y Vida,,,
nekane,Hogar y Vida,Women Shoes,Women Shoes,Women Shoes
sunny,Alimentos y Bebidas,,Hobbies & Collections,Hobbies & Collections
mamparas de madera,Hogar y Vida,,,
parka hombre,Ropa de Hombre,,Men Clothes,Men Clothes
sitial,Hogar y Vida,,,
spa para pies,Salud,,,
bajo electrico,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Health
ford explorer,Accesorios para Vehículos,,Automobiles,Automobiles
visillos cortinas,Hogar y Vida,,,
inmovilizador de auto,Accesorios para Vehículos,,,
alexa,Electrodomésticos,,Home Appliances,Home Appliances
zapatos,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
pesas,Deportes y Fitness,,Sports & Outdoors,Mom & Baby
malla,Hogar y Vida,,,
versace pour homme,Belleza,Beauty,Beauty,Beauty
venta de container,Hogar y Vida,,,
maquina pop corn,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances
toldo 2x2,Hogar y Vida,,Home & Living,Home & Living
wii u,Videojuegos,,Gaming & Consoles,
vasos starbucks,Hogar y Vida,,Home & Living,Home & Living
melody y kuromi,,Mobile & Gadgets,Women Bags,Women Clothes
calefactores electricos,Electrodomésticos,Home & Living,Home Appliances,Home & Living
grabador laser,Computación,,Computers & Accessories,Stationery
secadora de ropa,Electrodomésticos,,,
alforjas para motos,Accesorios para Vehículos,,,
alfombra antigolpes,Madre y Bebé,,,
sonic.exe,Juguetes y Hobbies,,,
botas largas mujer,Calzado de Mujer,,Women Clothes,Women Clothes
a32,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets
cubrecama,Hogar y Vida,,Home & Living,
automatico,Hogar y Vida,,Watches,
amplificador guitarra electrica,Juguetes y Hobbies,Hobbies & Collections,Audio,Hobbies & Collections
volcanita 15 mm,Others,,,
porta bebe,Madre y Bebé,Home & Living,Mom & Baby,Baby & Kids Fashion
muebles terraza,Hogar y Vida,,,
chupete,Madre y Bebé,,Mom & Baby,Mom & Baby
mesa de centro madera,Hogar y Vida,Home & Living,Mom & Baby,Mom & Baby
impresoras 3d,Computación,,,
juego de ollas,Hogar y Vida,,Home & Living,
xbox serie s,Videojuegos,,Gaming & Consoles,Computers & Accessories
barra para dominadas,Deportes y Fitness,,Sports & Outdoors,Sports & Outdoors
sorel,Calzado de Mujer,Fashion Accessories,Fashion Accessories,Fashion Accessories
apology,Ropa de Mujer,,,
dior perfume,Belleza,,,
liga chilena,Deportes y Fitness,,Sports & Outdoors,
regalos originales para mujeres,Others,,,
gps,Accesorios para Vehículos,,Mobile & Gadgets,Automobiles
vaporizador facial,Belleza,,,
parkas impermeables mujer,Ropa de Mujer,,,
vinilo adhesivo,Accesorios para Vehículos,,Automobiles,Home & Living
velador blanco,Hogar y Vida,,,
extractor de rodamientos,Hogar y Vida,Automobiles,Hobbies & Collections,Hobbies & Collections
respaldos de cama 2 plazas,Hogar y Vida,,,
sodimac antofagasta,Others,,,
falabbella,Platform Terms (Mercado/Shopee),,,
generador,Electrodomésticos,Home & Living,Pets,Pets
poleron mujer,Ropa de Mujer,,Women Clothes,Women Clothes
cafetera capsulas,Hogar y Vida,,,
relojes hombre,Joyas y Relojes,,Watches,Watches
plancha babyliss,Belleza,,,
camillas para masajes,Salud,,Sports & Outdoors,Sports & Outdoors
kit de cocina,Hogar y Vida,,Sports & Outdoors,Home & Living
homecenter ovalle,Others,,,
arriendo departamento con estacionamiento,Hogar y Vida,,,
hornos a leña,Hogar y Vida,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
calzas niñas,Madre y Bebé,,,
freidora de aire philips,Electrodomésticos,,,
vestidos fiesta patronato,Ropa de Mujer,,,
erogan,Deportes y Fitness,,,
video portero,Hogar y Vida,Home Appliances,Home Appliances,Home & Living
regalos originales para mujeres,,,,
disco duro externo 2tb,Computación,Computers & Accessories,Computers & Accessories,Computers & Accessories
pelotas de voleibol,Deportes y Fitness,,,
casa prefabricada,Others,,,
exhibidor de joyas,Joyas y Relojes,,Home & Living,
monitor portatil,Computación,,,
kit solar,Hogar y Vida,,,
baño quimico,Hogar y Vida,Home & Living,Home & Living,Home & Living
sillas gamer,Computación,,Audio,Home & Living
patines niña,Deportes y Fitness,,,
sierra circular sodimac,Others,,,
cyberday zapatillas mujer,Others,,,
zapatillas nike air,Calzado de Hombre,,Sports & Outdoors,Men Shoes
botines de seguridad mujer,Calzado de Mujer,,Men Shoes,Men Shoes
zapatillas enmujer,Calzado de Mujer,,,
vestido fiesta,Ropa de Mujer,Women Clothes,Women Clothes,Fashion Accessories
incasil,Salud,,,
chaqueta de moto,Accesorios para Vehículos,,Men Clothes,
cabañas en el quisco,Hogar y Vida,,,
shorts deportivos hombre,,,,
termo,Hogar y Vida,Home & Living,Home & Living,Fashion Accessories
antifaz,Viajes y Equipaje,,,
poleron champion,Ropa de Hombre,,Men Clothes,Men Clothes
iwatch,Celulares y Gadgets,,Watches,
repuestos suzuki,Accesorios para Vehículos,,,
sierra sable sodimac,Hogar y Vida,,,
monitor de bebe,Madre y Bebé,,Home Appliances,Home Appliances
pesas,Deportes y Fitness,,Sports & Outdoors,Mom & Baby
scort en,Accesorios para Vehículos,,,
paw patrol,Juguetes y Hobbies,Baby & Kids Fashion,Mom & Baby,Mom & Baby
columna de ducha,Hogar y Vida,,,
gogos,Juguetes y Hobbies,,,
baño quimico,Hogar y Vida,Home & Living,Home & Living,Home & Living
nintendo switch,Videojuegos,,Gaming & Consoles,Gaming & Consoles
paw patrol,Madre y Bebé,Baby & Kids Fashion,Mom & Baby,Mom & Baby
cinturones hombre,Accesorios de Moda,,Fashion Accessories,Fashion Accessories
persianas roller,Hogar y Vida,,Home & Living,
pikachu,Juguetes y Hobbies,,Hobbies & Collections,Mobile & Gadgets
entradasvs uruguay,Others,,,
camara canon,Electrónica,,,
estufa eléctrica chimenea,Electrodomésticos,Home & Living,Home Appliances,Home Appliances
arriendo de casas,Hogar y Vida,,,
1660 super,,,,
arriendo de casas,,,,
puppy playtime,Madre y Bebé,,,
botas mujer,Calzado de Mujer,,Women Shoes,Women Shoes
aerografo,Hogar y Vida,Home & Living,Beauty,Home & Living
chutiadores,Deportes y Fitness,,,
hoja cuadriculada,Papelería,Stationery,Stationery,Stationery
cocina electrica 2 platos,Electrodomésticos,Home & Living,Home & Living,Home & Living
mochila bubba,Bolsas de Mujer,,Women Bags,Automobiles
shields,Deportes y Fitness,,Men Shoes,Men Shoes
micas para termolaminar,Hogar y Vida,,Beauty,Stationery
elvenir,Belleza,,,
zapatos de seguridad sodimac,Others,,,
a52,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
tv 32 pulgadas smart tv,Electrónica,,,
maquina para hacer pastas,Hogar y Vida,,,
perfume ralph lauren mujer,Belleza,Beauty,Beauty,Beauty
depiladora facial,Belleza,,Beauty,
colchón inflable,Deportes y Fitness,,,
ropa interior,Ropa de Mujer,,Women Clothes,Women Clothes
pantallas para pc,Computación,Mobile & Gadgets,Home & Living,Home & Living
cicatricure manchas,Belleza,Beauty,Beauty,Beauty
repisa escalera,Hogar y Vida,,,
samsung flip,Celulares y Gadgets,,,
botines mujer,Calzado de Mujer,,Baby & Kids Fashion,Women Shoes
bandera,Hogar y Vida,Home & Living,Home & Living,Home & Living
mandalas para colorear,Libros y Revistas,,Fashion Accessories,Fashion Accessories
escoba electrica,Electrodomésticos,Home & Living,Home & Living,Home Appliances
