"keyword","category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"roldana","Hogar y Vida","Home & Living","Sports & Fitness",
"vasos desechables","Hogar y Vida","Home & Living",,
"goku","Juguetes y Hobbies","Toys & Hobbies","Toys & Hobbies",
"botines lippi mujer","Calzado de Mujer","Women Shoes","Men Shoes","Men Shoes"
"kerastase","Belleza","Beauty","Stationery","Stationery"
"zapatillas michelin","Calzado de Mujer","Men Shoes","Women Shoes","Women Shoes"
"soporte para notebook","Computación",,"Mobile & Gadgets",
"taburetes bar chile","Hogar y Vida",,,
"mario bross","Ropa de Hombre","Toys & Hobbies",,
"lanas orquidea","Hogar y Vida","Home & Living","Home Appliances","Women Clothes"
"creatina precio","Deportes y Fitness",,,
"rifle","Deportes y Fitness","Vehicle Accessories","Sports & Fitness",
"cuerina","Papelería","Stationery","Women Clothes","Women Clothes"
"figuras anime chile","Juguetes y Hobbies","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"engrapadora electrica","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"ropa niña","Madre y Bebé","Baby & Kids Fashion","Baby & Kids Fashion",
"oferta zapatillas hombre","Calzado de Hombre","Men Shoes","Men Shoes","Men Clothes"
"tostador","Electrodomésticos","Home & Living",,
"zapatillas michelin","Calzado de Hombre","Men Shoes","Women Shoes","Women Shoes"
"neumáticos","Accesorios para Vehículos","Vehicle Accessories",,
"sofa cama rosen","Hogar y Vida",,,
"generador sodimac","Hogar y Vida",,,
"trek","Deportes y Fitness","Computing","Sports & Fitness",
"sodimac cemento","Hogar y Vida",,,
"plumon sherpa","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"zapato seguridad","Calzado de Hombre","Men Shoes","Men Shoes",
"roller","Hogar y Vida","Beauty",,
"lavavajilla","Electrodomésticos","Home & Living",,
"pantalon de buzo hombre","Ropa de Hombre","Men Clothes",,
"camas infantiles","Madre y Bebé",,"Mom & Baby",
"juego del calamar","Others","Hobbies & Collections","Mobile & Gadgets","Hobbies & Collections"
"hot toys","Juguetes y Hobbies","Toys & Hobbies",,
"maquina para cortar pelo de perro","Mascotas","Pets","Pets","Pets"
"audifonos gamer","Computación","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"teclado gamer","Computación","Computing","Computing",
"camiones usados en chile","Accesorios para Vehículos",,,
"saco de box","Deportes y Fitness","Sports & Fitness",,
"cloro granulado piscina","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"mercadolibrechile","Platform Terms (Mercado/Shopee)",,,
"cama alta","Hogar y Vida","Toys & Hobbies","Home & Living",
"cubre piso alfombra","Hogar y Vida","Vehicle Accessories",,
"lavadora secadora","Electrodomésticos",,"Home & Living",
"zapatos mujer","Calzado de Mujer",,"Baby & Kids Fashion",
"audifonos gamer","Computación","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"vivo","Celulares y Gadgets","Mobile & Gadgets",,
"homy. cl","Platform Terms (Mercado/Shopee)",,,
"sodimac angol","Others",,,
"sillones seccionales","Hogar y Vida","Audio","Audio","Home & Living"
"nintendo switch precio","Videojuegos","Gaming & Consoles","Mobile & Gadgets","Gaming & Consoles"
"roller cortinas","Hogar y Vida","Home & Living",,
"mossimo mujer","Ropa de Mujer","Women Clothes",,
"muebles de terraza","Hogar y Vida","Home & Living","Home & Living",
"zapatillas lippi","Calzado de Mujer","Women Shoes","Women Shoes","Women Shoes"
"teclado gamer","Computación","Computing","Computing",
"proyectores","Computación","Home & Living","Mobile & Gadgets",
"sodimac herramientas","Others",,,
"falabella,cl","Platform Terms (Mercado/Shopee)",,,
"sauvage dior","Belleza","Beauty","Beauty","Beauty"
"cubre piso alfombra","Hogar y Vida","Vehicle Accessories",,
"puma chile","Calzado de Hombre",,"Sports & Outdoors","Sports & Outdoors"
"generador electrico sodimac","Others",,,
"smartband","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"sodimas","Others",,,
"balanza digital sodimac","Others",,,
"peto deportivo","Hogar y Vida","Sports & Fitness",,
"perfume","Belleza","Home & Living","Home & Living",
"escalera telescopica sodimac","Others",,,
"liquidación terrazas sodimac","Others",,,
"zapatillas skechers mujer ofertas","Calzado de Mujer","Women Shoes",,
"silla escritorio sodimac","Others",,,
"cable electrico","Hogar y Vida","Home & Living","Vehicle Accessories",
"secadora de ropa tottus","Electrodomésticos",,,
"bananos","Bolsas de Mujer",,"Toys & Hobbies",
"sofa en l","Hogar y Vida","Home & Living",,
"cuadros","Hogar y Vida",,"Home & Living",
"telefono samsung","Celulares y Gadgets","Mobile & Gadgets",,
"maquina pan","Electrodomésticos","Home Appliances","Mom & Baby","Mom & Baby"
"fibrocemento siding","Hogar y Vida",,,
"proteina en polvo","Deportes y Fitness","Home & Living","Home & Living","Home & Living"
"xiaomi mi box","Electrónica",,"Electronics",
"parka columbia mujer","Ropa de Mujer","Women Clothes","Women Clothes","Women Clothes"
"escobillon municipal","Hogar y Vida",,,
"quechua marca","Deportes y Fitness",,,
"tr x","Deportes y Fitness","Automobiles","Mobile & Gadgets","Mobile & Gadgets"
"zoro figura","Juguetes y Hobbies","Toys & Hobbies","Toys & Hobbies",
"cama abatible","Hogar y Vida","Motorcycles",,
"mat yoga","Deportes y Fitness","Sports & Fitness","Sports & Fitness","Sports & Fitness"
"camionetas 4x4","Accesorios para Vehículos","Automobiles","Automobiles","Automobiles"
"leche nido sin lactosa","Madre y Bebé",,,
"polerones estampados","Ropa de Mujer","Men Clothes","Women Clothes",
"repisas plasticas","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"cerradura electrica","Hogar y Vida","Toys & Hobbies","Home & Living",
"arriendo sodimac","Others",,,
"puerta de seguridad","Others","Home & Living",,
"homy cl","Others",,,
"chance chanel","Belleza","Men Clothes","Men Clothes","Men Clothes"
"reloj xiaomi mi watch","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"porno mujeres","Ropa de Mujer","Women Clothes","Women Clothes","Women Clothes"
"interruptor 9/24","Hogar y Vida","Automobiles","Automobiles","Automobiles"
"pase de movilidad chile","Hogar y Vida",,,
"pega tanque","Hogar y Vida","Fashion Accessories","Fashion Accessories","Motorcycles"
"huawei y9","Celulares y Gadgets","Mobile & Gadgets","-",
"motos eléctricas chile","Accesorios para Vehículos",,,
"manta sherpa","Hogar y Vida","Women Clothes","Home & Living",
"pantalón cargo hombre","Ropa de Hombre","Men Clothes","Men Clothes","Men Clothes"
"alta frecuencia","Belleza","Home & Living",,
"max steel","Juguetes y Hobbies","Toys & Hobbies",,
"cadenas de oro","Accesorios de Moda","Jewelry & Watches","Jewelry & Watches",
"cama inflable 2 plazas","Hogar y Vida","Automobiles","Automobiles","Automobiles"
"estufa halogena","Electrodomésticos","Home Appliances","Home & Living","Home & Living"
"caja registradora juguete","Juguetes y Hobbies","Toys & Hobbies","Toys & Hobbies",
"maquina sublimacion","Hogar y Vida",,"Home & Living",
"juegos ps2","Videojuegos","Video Games","Video Games","Video Games"
"zapatillas de fútbol","Deportes y Fitness","Sports & Fitness","Sports & Fitness","Sports & Fitness"
"homecenter sodimac talca","Others",,,
"gripins","Juguetes y Hobbies",,,
"diesel chile","Others",,,
"cortina","Hogar y Vida","Home & Living","Home & Living",
"audifonos aiwa","Electrónica","Audio","Audio","Audio"
"tazas","Others",,"Home & Living",
"brazzers","Accesorios de Moda","Vehicle Accessories",,
"cuevana2","Electrónica",,,
"paw patrol para colorear","Libros y Revistas",,,
"arriendo de piezas","Hogar y Vida",,,
"figuras de yeso para pintar","Juguetes y Hobbies","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"gamulan hombre","Ropa de Hombre","Men Shoes","Men Clothes","Sports & Outdoors"
"xiaomi 11 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"boina hombre","Accesorios de Moda","Fashion Accessories","Fashion Accessories",
"loro pepe","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Mom & Baby"
"vasos personalizados","Hogar y Vida","Home & Living",,
"repuestos suzuki 10 de julio","Accesorios para Vehículos",,,
"rtx 3050","Computación","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"ventanas aluminio","Hogar y Vida","Home & Living",,
"vinagre de alcohol","Alimentos y Bebidas","Home & Living","Home & Living","Home & Living"
"cola de zorro","Hogar y Vida","Fashion Accessories",,
"escort quilicura","Others",,,
"sanzu tokyo revengers","Juguetes y Hobbies","Fashion Accessories","Fashion Accessories","Home & Living"
"sanzu tokyo revengers","Juguetes y Hobbies","Fashion Accessories","Fashion Accessories","Home & Living"
"y6","Celulares y Gadgets","Mobile & Gadgets",,
"impresora dtg","Computación","Home & Living",,
"dalmata","Mascotas","Toys & Hobbies",,
"beauty store","Belleza","Beauty","Stationery","Stationery"
"accesorios para perros","Mascotas","Pets","Pets",
"camara de seguridad wifi","Hogar y Vida","Electronics",,
"manga berserk","Papelería","Men Clothes",,
"arriendo casa en macul","Hogar y Vida",,,
"mochilas camping","Deportes y Fitness","Travel & Luggage","Sports & Fitness",
"medidores de agua","Hogar y Vida","Home & Living","Automobiles","Automobiles"
"changan","Accesorios para Vehículos","Vehicle Accessories","Vehicle Accessories",
"oferta perfumes","Belleza","Beauty","Beauty","Beauty"
"cornisa de plumavit","Hogar y Vida",,,
"estuche escolar","Papelería","Stationery","Stationery",
"zapatos de futbol.puma","Calzado de Hombre","Sports & Outdoors","Home & Living","Home & Living"
"camisetas de colocolo","Ropa de Hombre","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"posture doctor","Salud","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"autos baratos usados","Accesorios para Vehículos",,,
"mandos ps4","Videojuegos","Video Games","Video Games",
"adderall chile","Salud",,,
"arriendo casa providencia","Others",,,
"lubricantes a base de agua","Salud","Beauty","Beauty","Beauty"
"hot wheels chile","Juguetes y Hobbies","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"termo digital","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"joy con","Videojuegos","Video Games","Video Games",
"joystick nintendo switch","Videojuegos","Video Games","Video Games",
"pañales pilucho","Hogar y Vida","Mom & Baby","Mom & Baby","Mom & Baby"
"aspiradora agua","Electrodomésticos","Home Appliance","Home Appliance",
"computadora portátil","Hogar y Vida","Audio","Home & Living","Home & Living"
"tanga","Hogar y Vida","Women Clothes","Women Clothes",
"redmagic 8 pro","Hogar y Vida","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"zapatilla skechers hombre","Calzado de Hombre","Men Shoes","Sports & Outdoors","Sports & Outdoors"
"mochila impermeable hombre","Bolsas de Hombre","Men Bags","Men Bags","Men Bags"
"paraguas plegable","Hogar y Vida","Sports & Outdoors","Sports & Outdoors","Home & Living"
"perfume zara hombre","Belleza","Beauty","Beauty","Fashion Accessories"
"nariz de grada","Joyas y Relojes","Beauty","Beauty","Beauty"
"guante cabritilla","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"paleta de ping pong profesional","Juguetes y Hobbies","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"cojin ortopedico","Hogar y Vida","Women Shoes","Travel & Luggage","Travel & Luggage"
"aceite bio oil","Belleza","Beauty","Beauty",
"fibra simi","Hogar y Vida",,,
"perfume zara","Belleza","Women Bags","Women Bags","Women Bags"
"orgullo y prejuicio el mercurio","Libros y Revistas",,,
"audiocalm","Hogar y Vida",,,
"peluche de skibidi toilet","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Mom & Baby"
"bebes reborn niñas","Madre y Bebé","Mom & Baby","Mom & Baby","Mom & Baby"
"malla para cerco 100 metros","Hogar y Vida",,,
"huevos kinder","Alimentos y Bebidas","Mobile & Gadgets",,
"shampoo maui","Belleza",,,
"libro del nuevo conductor 2024","Libros y Revistas",,,
"adagio teas","Hogar y Vida","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"red magic 9 pro","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"perfume la bestia negra","Belleza","Women Bags","Fashion Accessories","Fashion Accessories"
"vpro jelly","Others",,,
"traje de huaso adulto","Juguetes y Hobbies","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"rainbow friends para colorear","Libros y Revistas","Home & Living","Home & Living","Home & Living"
"valor gas 45 kilos","Hogar y Vida",,,
"aceite de batana","Alimentos y Bebidas","Beauty","Stationery","Stationery"
"libro padre rico padre pobre chile","Libros y Revistas",,,
"malla pollera","Hogar y Vida","Automobiles","Automobiles","Automobiles"
"takemichi","Juguetes y Hobbies","Toys & Hobbies",,
"pistola de calor","Hogar y Vida","Home & Living","Home & Living",
"sabanillas para perros","Mascotas","Pets","Pets","Pets"
"zapatos de seguridad hombre","Calzado de Hombre","Men Shoes","Men Shoes",
"bolso maternal","Madre y Bebé","Mom & Baby","Mom & Baby","Mom & Baby"
"piso bar","Hogar y Vida",,"Home & Living",
"redmi 9","Celulares y Gadgets",,"Mobile & Gadgets",
"dispensador de jabon","Hogar y Vida","Home & Living","Home & Living",
"pizarra corcho","Papelería","Stationery",,
"comodas de madera","Hogar y Vida","Mom & Baby","Beauty","Beauty"
"cargador tipo c","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"creatina monohidratada","Salud","Health","Health","Health"
"malla gallinero","Hogar y Vida","Home & Living",,
"olla a presion","Hogar y Vida","Home & Living",,
"polainas","Ropa de Mujer","Women Clothes","Baby & Kids Fashion",
"tractores usados en chile","Others",,,
"beatle hombre","Ropa de Hombre","Men Clothes",,
"tablero electrico","Hogar y Vida","Vehicle Accessories",,
"camara de retroceso","Accesorios para Vehículos","Computing","Vehicle Accessories",
"impresora a3","Computación","Computers & Accessories","Computers & Accessories","Cameras & Drones"
"cuphead","Madre y Bebé","Toys & Hobbies","Toys & Hobbies",
"ps4 pro","Videojuegos","Video Games","Video Games",
"tripode para celular","Celulares y Gadgets","Mobile & Gadgets",,
"guateros de agua","Salud","Home & Living","Home & Living","Health"
"gorros de lana","Accesorios de Moda","Fashion Accessories","Fashion Accessories",
"globo terraqueo","Papelería",,"Jewelry & Watches",
"joyero pandora","Joyas y Relojes","Fashion Accessories","Fashion Accessories",
"rechiol","Belleza",,,
"bodegas de jardin","Hogar y Vida","Home & Living",,
"entradas coldplay","Others",,,
"slim patch","Belleza","Health","Women Clothes",
"bombin pcp","Deportes y Fitness",,"Mobile & Gadgets",
"terciado estructural 18mm barato","Hogar y Vida",,,
"organizador de ropa","Hogar y Vida","Home & Living","Home & Living",
"carcasa iphone 13 pro","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"pendon","Papelería","Toys & Hobbies",,
"clavadora neumatica","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"todo lo que nunca fuimos","Libros y Revistas","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"flexible de agua","Hogar y Vida","Home & Living","Computers & Accessories","Computers & Accessories"
"venta camion grua","Others",,,
"xiaomi 11 pro","Celulares y Gadgets",,"Mobile & Gadgets","Mobile & Gadgets"
"tinta hp 664","Computación","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"marquesas 1.5 plazas","Hogar y Vida",,,
"soportes para tv","Celulares y Gadgets","Electronics",,
"faroles exterior","Hogar y Vida","Home & Living",,
"soporte para bicicleta","Deportes y Fitness","Sports & Fitness",,
"poltrona","Hogar y Vida","Toys & Hobbies",,
"lavaplatos con mueble","Hogar y Vida",,,
"buzo nike","Calzado de Hombre","Men Shoes",,
"disfraz de encanto","Madre y Bebé","Baby & Kids Fashion","Baby & Kids Fashion","Baby & Kids Fashion"
"star mas","Others","Home & Living","Men Clothes","Men Clothes"
"mudador anatomico","Madre y Bebé",,,
"poltronas y sitiales","Hogar y Vida",,,
"etiquetadora","Papelería","Stationery","Stationery",
"papel milimetrado","Papelería","Stationery","Stationery","Stationery"
"turning red","Juguetes y Hobbies","Hobbies & Collections","Mom & Baby","Hobbies & Collections"
"gata caiman","Accesorios para Vehículos","Automobiles","Automobiles","Automobiles"
"olla arrocera","Electrodomésticos","Home Appliance",,
"clóset sodimac","Hogar y Vida",,,
"cafeteras dolce gusto","Electrodomésticos","Home Appliance",,
"scanner","Computación","Computing","-",
"sofas seccionales","Hogar y Vida","Home & Living","Home & Living",
"laca para madera","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"pilastra","Hogar y Vida",,,
"colchon 1 plaza y media","Hogar y Vida",,,
"accesorios celulares","Celulares y Gadgets","Mobile & Gadgets",,
"smart tv 32","Electrodomésticos","Electronics",,
"cecilia bolocco ropa","Accesorios de Moda",,,
"velas","Hogar y Vida","Home & Living","Home & Living",
"maquina para pastas","Electrodomésticos","Home & Living","Home & Living","Home & Living"
"notebook i7","Computación","Computing",,
"rieles para cortinas","Hogar y Vida","Home & Living","Automobiles","Home & Living"
"respaldo cama","Hogar y Vida",,"Home & Living",
"tronzadora sodimac","Hogar y Vida",,,
"samsung s10 plus","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"cuatrimoto 4x4","Accesorios para Vehículos","Motorcycles","Motorcycles","Motorcycles"
"mercadolibre.cl chile","Platform Terms (Mercado/Shopee)",,,
"america litter","Mascotas",,,
"arpillera","Papelería","Home & Living","Home & Living",
"poperos","Juguetes y Hobbies","Motorcycles","Motorcycles","Motorcycles"
"plotter de impresion","Computación","Stationery","Stationery",
"iphone 11 128gb precio","Celulares y Gadgets",,,
"kong","Mascotas","Toys & Hobbies",,
"barbie color reveal","Juguetes y Hobbies","Toys & Hobbies",,
"chems","Others","Motorcycles","Motorcycles","Motorcycles"
"smart tv 50 pulgadas","Electrónica","Electronics",,
"guillotina","Papelería",,"Stationery",
"carpas 1 persona","Deportes y Fitness","Sports & Outdoors","Sports & Outdoors","Mom & Baby"
"alfombra de baile","Juguetes y Hobbies",,"Sports & Fitness",
"mueble cocina","Hogar y Vida","Toys & Hobbies",,
"iphone 11 128gb precio","Celulares y Gadgets",,,
"sodimac ceramicas","Hogar y Vida",,,
"coches","Accesorios para Vehículos","Vehicle Accessories",,
"falabella-com","Platform Terms (Mercado/Shopee)",,,
"zapatillas deportivas","Calzado de Hombre","Sports & Fitness","Sports & Fitness","Men Shoes"
"sweater mujer","Ropa de Mujer",,"Women Clothes",
"sodimac puertas","Others",,,
"sodimac}","Others",,,
"lavadora y secadora","Electrodomésticos","Home & Living",,
"silla gamer sodimac","Others",,,
"pelotas de futbol","Deportes y Fitness","Sports & Fitness",,
"camara semiprofesional","Hogar y Vida","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"computador gamer","Computación","Mobile & Gadgets",,
"cunas","Madre y Bebé","Women Shoes",,
"plancha policarbonato sodimac","Others",,,
"spdimac","Others",,,
"cafetera oster","Hogar y Vida","Home Appliance",,
"parlantes","Electrónica","Electronics","Electronics",
"lavadora automatica","Electrodomésticos",,"Home & Living",
"estufa gas","Electrodomésticos","Home & Living",,
"sodinac","Others",,,
"buzo mujer","Ropa de Mujer","Women Clothes",,
"lijadora orbital sodimac","Others",,,
"zapatillas negras","Calzado de Mujer","Men Shoes","Men Shoes",
"vasos de vidrio","Hogar y Vida","Home & Living",,
"volcanita sodimac","Others",,,
"smart tv 50 pulgadas","Electrónica","Electronics",,
"calculadora cientifica","Papelería","Stationery","Stationery",
"cocina a gas 5 platos","Electrodomésticos","Home & Living","Home & Living","Home & Living"
"tablets samsung","Computación","Computing",,
"parka","Ropa de Mujer","Home & Living","Women Clothes",
"maquina de abdominales","Deportes y Fitness","Sports & Fitness","Sports & Fitness",
"lámparas de pie para living","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"set de maquillaje","Belleza",,"Beauty",
"overol de trabajo","Hogar y Vida","Men Clothes",,
"cubrecama sherpa 2 plazas","Hogar y Vida",,,
"calendario de adviento maquillaje","Belleza","Beauty","Stationery","Stationery"
"zapatilla de seguridad","Calzado de Hombre","Men Shoes","Men Shoes",
"huawei p40 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"casas prefabricadas precios","Hogar y Vida",,,
"exploding kittens","Juguetes y Hobbies","Toys & Hobbies","Toys & Hobbies",
"strap on","Deportes y Fitness","Women Clothes","-",
"poleron tiburon","Ropa de Hombre","Men Clothes",,
"tobilleras con peso","Deportes y Fitness","Jewelry & Watches","Jewelry & Watches",
"vapers","Others","Home & Living",,
"nido etapa 1","Madre y Bebé",,,
"yo antes de ti","Libros y Revistas","Hobbies & Collections","Beauty","Beauty"
"trupan sodimac","Others",,,
"iphone 11 128 gb","Celulares y Gadgets","Mobile & Gadgets",,
"mac cosmetics","Belleza","Beauty","Beauty","Beauty"
"dsodimac","Others",,,
"nivelador de piso","Hogar y Vida","Home & Living","Home & Living",
"iphone 11 precio","Celulares y Gadgets","Mobile & Gadgets","Audio","Audio"
"zapatillas basquetbol","Deportes y Fitness","Sports & Fitness",,
"lámparas colgantes","Hogar y Vida","Home & Living",,
"zenitsu","Juguetes y Hobbies",,"Toys & Hobbies",
"arriendos puerto montt","Hogar y Vida",,,
"botines mujer paris","Calzado de Mujer",,,
"mym","Alimentos y Bebidas","Beauty",,
"arriendo de andamios","Hogar y Vida",,,
"mochila doite","Deportes y Fitness",,,
"enceradoras","Hogar y Vida","Home & Living",,
"carolina reaper","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"365 dias libro","Libros y Revistas","Stationery","Stationery","Stationery"
"led","Hogar y Vida","Home & Living","Home & Living",
"internit sodimac","Others",,,
"vanitorio baño","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"freezer vertical oferta","Electrodomésticos",,,
"cornisas","Others","Baby & Kids Fashion","Hobbies & Collections","Hobbies & Collections"
"bicicleta oxford","Deportes y Fitness","Sports & Fitness","Sports & Fitness",
"aodimac","Others",,,
"samsung galaxy watch 4","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"zapatillas basquetbol","Deportes y Fitness","Sports & Fitness",,
"perfil cuadrado 75x75x3","Others",,,
"colecho bebesit","Madre y Bebé",,,
"longboard","Deportes y Fitness",,"Sports & Fitness",
"chancho chino","Alimentos y Bebidas",,,
"huawei p30 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"whey protein gold standard","Deportes y Fitness",,,
"taladro magnetico","Hogar y Vida","Home & Living",,
"la purga disfras","Juguetes y Hobbies",,,
"gold standard whey","Salud","Health","Health","Health"
"bucaneras largas","Calzado de Mujer","Women Clothes","Baby & Kids Fashion","Baby & Kids Fashion"
"postformado","Hogar y Vida",,,
"bajo faldas","Ropa de Mujer","Women Clothes","Women Clothes","Women Clothes"
"aros para bebe","Joyas y Relojes","Mom & Baby","Mom & Baby","Mom & Baby"
"escortchile","Hogar y Vida",,,
"elden ring ps4","Videojuegos","Men Clothes","Men Clothes","Men Clothes"
"herramienta multiusos","Hogar y Vida","Home & Living",,
"maceteros de madera","Hogar y Vida","Home & Living","Home & Living",
"billeteras victorinox","Bolsas de Hombre",,,
"interruptor termomagnetico","Hogar y Vida","Home Appliances","Home Appliances","Home Appliances"
"cobertizos de madera con luces","Hogar y Vida",,,
"acrilicos","Hogar y Vida","Beauty","Beauty",
"interruptor termomagnetico","Hogar y Vida","Home Appliances","Home Appliances","Home Appliances"
"arriendo departamento temuco","Hogar y Vida",,,
"termofusion","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"cubre piscina","Hogar y Vida","Home & Living","Sports & Fitness",
"arriendo departamento temuco","Hogar y Vida",,,
"acrilicos","Hogar y Vida","Beauty","Beauty",
"interruptor termomagnetico","Hogar y Vida","Home Appliances","Home Appliances","Home Appliances"
"organizadores de plastico","Hogar y Vida","Home & Living","Home & Living",
"termofusion","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"esprit chile","Ropa de Mujer",,,
"amarres de amor","Hogar y Vida","Men Clothes","Men Clothes","Men Clothes"
"receiver technics","Electrónica","Toys & Hobbies","Toys & Hobbies",
"blue label","Alimentos y Bebidas","Women Clothes","Stationery","Stationery"
"verisure","Hogar y Vida",,,
"arriendo de cabañas en el quisco","Hogar y Vida",,,
"microfono espia","Electrónica","Electronics","Mobile & Gadgets",
"celulares para adulto mayor","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"pintores de casas","Others",,,
"fifa 23 ps4","Videojuegos",,"Gaming & Consoles","Gaming & Consoles"
"amarres plastico","Hogar y Vida",,,
"chaquetas cuero hombre","Ropa de Hombre","Men Clothes","Men Clothes",
"chapa para porton","Hogar y Vida","Mobile & Gadgets","Beauty","Beauty"
"xerjoff naxos","Belleza",,,
"escritorios niñas","Hogar y Vida","Hobbies & Collections","Mom & Baby","Mom & Baby"
"simi fibra","Hogar y Vida","Beauty","Computers & Accessories","Computers & Accessories"
"corderito mujer","Ropa de Mujer","Men Clothes","Women Clothes","Men Clothes"
"maquina de boxeo musical","Deportes y Fitness","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"masajes centro santiago","Salud",,,
"plancha de zinc 3.66","Hogar y Vida",,,
"bolsas de regalo","Hogar y Vida","Home & Living","Vehicle Accessories",
"internit 6mm","Hogar y Vida",,,
"zapatillas aeropostale","Calzado de Hombre","Men Shoes","Baby & Kids Fashion","Baby & Kids Fashion"
"capa para la lluvia","Hogar y Vida","Baby & Kids Fashion","Pets","Pets"
