"Keyword","Category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"tarjetero mujer","Accesorios de Moda","Women Bags","Women Bags",
"maltipoo","Others","Men Clothes","Baby & Kids Fashion","Baby & Kids Fashion"
"tarjeta del juego del calamar","Juguetes y Hobbies","Home & Living","Stationery","Stationery"
"colchones memory foam","Hogar y Vida","Home & Living","Mom & Baby","Mobile & Gadgets"
"refaccionaria","Accesorios para Vehículos","Home & Living","Mom & Baby","Mom & Baby"
"fisco agenda 2022","Libros y Revistas","Automobiles","Books & Magazines","Automobiles"
"yu gi oh","Juguetes y Hobbies","Jewelry & Watches","Mobile & Gadgets","-"
"la papa mas picosa del mundo","Alimentos y Bebidas","Men Clothes","Men Clothes","Men Clothes"
"audifonos sony bluetooth","Celulares y Gadgets","Audio","Mobile & Gadgets","Mobile & Gadgets"
"audifonos sony bluetooth","Celulares y Gadgets","Audio","Mobile & Gadgets","Mobile & Gadgets"
"beats fit pro","Celulares y Gadgets","Mobile & Gadgets","Audio","Audio"
"zapatos antiderrapantes","Calzado de Mujer","Baby & Kids Fashion","Sports & Outdoors","Sports & Outdoors"
"glade aromatizante","Hogar y Vida","Home & Living","Home & Living","Automobiles"
"maquina wahl","Electrodomésticos","Beauty","Pets","Audio"
"maquinas de coser industriales","Electrodomésticos","Home Appliances","Home Appliances","Home Appliances"
"juego de dados","Juguetes y Hobbies","Health","Toys & Hobbies",
"barra de sonido lg","Electrónica","-",,
"lockers","Hogar y Vida",,"Home & Living",
"maquinas de videojuegos","Electrodomésticos","Gaming & Consoles","Gaming & Consoles","Gaming & Consoles"
"palo de vibora","Alimentos y Bebidas","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"epson l3210","Computación","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"faja","Ropa de Mujer","Women Clothes","Women Clothes","Women Clothes"
"nudo de bruja plata","Joyas y Relojes","Fashion Accessories","Baby & Kids Fashion","Baby & Kids Fashion"
"sábanas","Hogar y Vida","Home & Living","Home & Living",
"precio de onza de plata","Juguetes y Hobbies",,,
"trituradoras de papel","Papelería","Electronics","Electronics",
"copel","Others","Women Clothes","Men Clothes","Men Clothes"
"ensure precio","Alimentos y Bebidas",,,
"camisetas de compresion","Ropa de Hombre","Men Clothes","Men Clothes","Men Clothes"
"lavabos de baño","Hogar y Vida","Mom & Baby","Home & Living",
"invictus paco rabanne","Belleza","Beauty","Beauty","Home & Living"
"compras en linea","Others","Home & Living","Stationery","Sports & Outdoors"
"faja sol leon","Ropa de Mujer","Women Clothes","Women Clothes","Women Clothes"
"maquina para mini donas","Electrodomésticos","Fashion Accessories","Pets","Pets"
"tenis de toallin","Deportes y Fitness",,,
"snap back gorra","Accesorios de Moda","Fashion Accessories","Men Clothes","Men Clothes"
"chanclas de tiburon","Calzado de Hombre","Baby & Kids Fashion",,
"pastor aleman negro","Mascotas",,,
"vajillas santa anita","Hogar y Vida","Home & Living","Fashion Accessories","Fashion Accessories"
"the game libro","Libros y Revistas","Women Bags","Gaming & Consoles","Gaming & Consoles"
"bulldog francés","Mascotas","Pets","Hobbies & Collections","Women Clothes"
"lana rhoades merch","Miscellaneous",,,
"vernier","Herramientas","Home & Living","Home & Living","Home & Living"
"cartuchos instax mini","Juguetes y Hobbies","Home & Living","Home & Living","Home & Living"
"jimmy's birthday bash","Miscellaneous",,,
"faja sol leon","Moda para Bebés y Niños","Women Clothes","Women Clothes","Women Clothes"
"sara calixto","Miscellaneous",,,
"maquina para mini donas","Electrodomésticos","Fashion Accessories","Pets","Pets"
"el niño, el topo, el zorro y el caballo","Libros y Revistas",,,
"volver al amor","Miscellaneous","Fashion Accessories","Sports & Outdoors","Sports & Outdoors"
"vernier","Miscellaneous","Home & Living","Home & Living","Home & Living"
"masturbadores para hombre","Salud",,"Health",
"que es el dropshipping","Miscellaneous",,,
"rule 35","Miscellaneous",,,
"gel blaster","Juguetes y Hobbies","Mom & Baby","Hobbies & Collections","Mom & Baby"
"honor magic5 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"libro the game","Libros y Revistas","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"igora tinte","Others","Beauty","Beauty","Beauty"
"the legend of zelda tears of the kingdom","Videojuegos","Gaming & Consoles","Gaming & Consoles","Home & Living"
"little angels crema","Belleza","Beauty","Beauty","Beauty"
"the legend of zelda tears of the kingdom","Videojuegos","Gaming & Consoles","Gaming & Consoles","Home & Living"
"honor magic5 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"free sex","Others","Health",,
"honor x7a precio","Celulares y Gadgets",,,
"redmi buds 4 harry potter","Juguetes y Hobbies","Mobile & Gadgets","Audio","Hobbies & Collections"
"maduras nalgonas","Others",,,
"alcatel 5030a","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"toallas de microfibra","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"ford mustang 1967","Others","Toys & Hobbies","Toys & Hobbies",
"kuromi peluche","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Hobbies & Collections"
"cuanto cuesta un xoloitzcuintle","Mascotas",,,
"bota de casquillo para hombre","Accesorios de Moda","Men Shoes","Women Shoes","Women Shoes"
"nesajar para que sirve","Salud",,,
"s21 ultra precio","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"alien pro","Electrónica","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"funda para moto","Accesorios de Moda","Mobile & Gadgets","Mobile & Gadgets",
"chip bait","Juguetes y Hobbies","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"cargador nintendo switch","Electrónica","Gaming & Consoles","Computers & Accessories","Mobile & Gadgets"
"reloj elgin","Accesorios de Moda","Watches","Watches","Watches"
"silverado 2007","Others","Automobiles","Motorcycles","Motorcycles"
"gorras alucines","Accesorios de Moda",,"Fashion Accessories","Fashion Accessories"
"spiderman across the spider verse","Ropa de Mujer","Mom & Baby","Men Shoes","Men Shoes"
"moto g13","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"vape recargable","Miscellaneous","Mobile & Gadgets","Mobile & Gadgets",
"intuslim","Salud",,,
"manga bl","Libros y Revistas","Women Clothes","Computers & Accessories","Computers & Accessories"
"intuslim","Salud",,,
"combertidor","Electrónica",,"Mobile & Gadgets",
"ixx","Miscellaneous",,,
"fujix100v","Electrónica",,,
"intuslim","Salud",,,
"vape recargable","Miscellaneous","Mobile & Gadgets","Mobile & Gadgets",
"cardioactive caps","Salud","Fashion Accessories","Automobiles","Automobiles"
"intuslim","Salud",,,
"metart","Others",,,
"cardioactive caps","Salud","Fashion Accessories","Automobiles","Automobiles"
"fujix100v","Electrónica",,,
"vestidos de xv de charra negro","Accesorios de Moda",,,
"moto x40","Celulares y Gadgets",,,
"tenis alexander mcqueen hombre","Accesorios de Moda","Men Shoes","Men Shoes","Men Shoes"
"warhammer 40k","Juguetes y Hobbies","Toys & Hobbies","Toys & Hobbies",
"tasabi","Miscellaneous","Women Bags","Women Bags","Women Bags"
"teléfono móvil","Celulares y Gadgets","-","-",
"perfumes con feromonas para hombres","Belleza","Beauty","Beauty","Beauty"
"fisting","Others","Health","Health","Health"
"samsung a34 precio","Celulares y Gadgets",,,
"magic 5 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"audi 2023","Others","Automobiles","Automobiles","Audio"
"galaxy a14 precio","Celulares y Gadgets",,,
"celulares cubot","Celulares y Gadgets",,"Mobile & Gadgets",
"poco f5 gt","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"nivea lip oil","Belleza","Beauty","Beauty","Beauty"
"tenis con casquillo para hombre","Accesorios de Moda","Women Shoes","Watches","Men Clothes"
"habitos atomicos pdf","Libros y Revistas",,,
"galaxy a14 precio","Celulares y Gadgets",,,
"pixel 8","Electrónica","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"magic 5 lite","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"bolsas steve madden","Accesorios de Moda","Women Bags","Women Bags","Men Bags"
"aulas 4","Libros y Revistas",,,
"dibujos de kuromi y melody","Papelería",,,
"peluche de catnap","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Mom & Baby"
"dulceros para el dia del niño","Juguetes y Hobbies","Mobile & Gadgets","Home & Living","Home & Living"
"samsung galaxy a71","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"kola loka lady","Belleza","Automobiles","Watches","Watches"
"versa 2024 precio","Others",,,
"peluche caligari","Juguetes y Hobbies","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"moto g82 5g","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"termos reduce","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"propuesta laboral","Miscellaneous","Fashion Accessories","Home & Living","Fashion Accessories"
"kola loka lady","Belleza","Automobiles","Watches","Watches"
"peluche de catnap","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Mom & Baby"
"la psicología del dinero","Libros y Revistas","Mobile & Gadgets","Books & Magazines","Books & Magazines"
"cicaplast baume b5","Belleza","Beauty","Beauty","Beauty"
"wrestlemania 37","Ropa de Mujer",,,
"tequila barullo","Alimentos y Bebidas","Audio","Sports & Outdoors","Sports & Outdoors"
"duvalin gigante","Alimentos y Bebidas","Mom & Baby","Home & Living","Home & Living"
"perfume arabe","Belleza","Travel & Luggage","Women Clothes","Women Clothes"
"honda navi 2024","Others",,,
"192.168.l.254","Computación",,,
"bts💜 globos","Others",,,
"xiaomi redmi note 13 pro plus","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"muebles para tv modernos para sala","Hogar y Vida",,,
"spot blast","Miscellaneous","Men Shoes","Hobbies & Collections","Audio"
"qcy h3","Electrónica","Automobiles","Audio","Home & Living"
"redmi note 13 pro plus 5g","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"cheyenne 2024","Others","Sports & Outdoors","Women Clothes","Women Clothes"
"pintura para tela","Papelería","Automobiles","Stationery","Home & Living"
"espinilleras futbol","Deportes y Fitness","Sports & Fitness","Sports & Fitness",
"piedra de alumbre para que sirve","Salud",,,
"mewing","Salud","Men Clothes","Men Clothes","Men Clothes"
"xiaomi redmi note 13 pro plus","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"ghostbusters: frozen empire","Papelería",,,
"poema para mama","Ropa de Mujer",,,
"acertijos","Libros y Revistas","Mom & Baby","Hobbies & Collections","Home & Living"
"joe dispenza","Libros y Revistas","Stationery","Books & Magazines","Stationery"
"tequila barullo","Alimentos y Bebidas","Audio","Sports & Outdoors","Sports & Outdoors"
"qcy h3","Electrónica","Automobiles","Audio","Home & Living"
"yubisaki to renren","Papelería","Men Clothes","Men Clothes","Men Clothes"
"lebron witness 7","Deportes y Fitness","Sports & Outdoors","Sports & Outdoors","Women Shoes"
"magnesio ultra","Salud","Sports & Outdoors","Mobile & Gadgets","Mobile & Gadgets"
"chat gp","Computación","Mobile & Gadgets","Mom & Baby","Mom & Baby"
"disfraces para el dia del niño para mujeres","Ropa de Mujer",,,
"fabricantes de lagrimas","Others",,,
"kat","Others",,"Electronics",
"royal canin","Mascotas","Pets","Pets","Pets"
"marlboro de clavo","Alimentos y Bebidas",,,
"club misterio","Others","Sports & Outdoors","Men Clothes","Men Clothes"
"tenis gucci mujer","Accesorios de Moda","Women Shoes","Women Shoes",
"mofos","Others","Men Clothes","Men Clothes","Men Clothes"
"malicobija","Hogar y Vida","Home Appliances","Home & Living","Home & Living"
"escape 2010","Others","Motorcycles","Automobiles","Automobiles"
"son como niños","Papelería","Sports & Outdoors","Mom & Baby","Mom & Baby"
"carlos ímaz gispert","Others",,,
"oppo reno 12 pro","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Sports & Outdoors"
"galaxy note 9","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"samsung a 34","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"cupra formentor 2024","Accesorios para Vehículos",,,
"jordan 5 el grito","Accesorios de Moda","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"relicario tequila","Alimentos y Bebidas",,,
"perfume hayati","Belleza",,,
"marry my husband","Libros y Revistas","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"oppo reno 12 pro","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Sports & Outdoors"
"ms sethi","Others",,,
"bag balm","Salud","Women Bags","Women Bags","Women Bags"
"rule 34","Libros y Revistas","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"invitaciones de boda","Hogar y Vida","-",,
"albercas inflables","Hogar y Vida","Mom & Baby","Mom & Baby","Sports & Outdoors"
"bulldog ingles precio","Others",,,
"invitaciones de boda","Hogar y Vida","-",,
"mini laptop","Computación","Computing","Computing",
"estela santillana","Papelería",,,
"calentadores eléctricos","Electrodomésticos","Home Appliances","Home Appliances","Home Appliances"
"sofa cama matrimonial","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"magic honey","Miscellaneous","Health","Health","Health"
"freidora de aire","Electrodomésticos","Home Appliances","Home Appliances","Home & Living"
"casas de barbie","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Hobbies & Collections"
"aretes de tanjiro","Accesorios de Moda","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"computadoras gamer","Computación","Computers & Accessories","Computers & Accessories","Men Clothes"
"barra led","Accesorios para Vehículos","Home & Living","Home & Living",
"border collie precio","Others",,,
"bmw 135i","Others","Vehicle Accessories","Vehicle Accessories",
"bodega aurrera","Electrónica",,,
"caja registradora","Electrónica","Toys & Hobbies","Computing",
"border collie precio","Others",,,
"escaner automotriz","Accesorios para Vehículos","Vehicle Accessories","Vehicle Accessories",
"cadena para lentes","Accesorios de Moda","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"bascula gramera","Salud","Home & Living","Home & Living","Home & Living"
"careta con lentes","Salud","Health","Home & Living","Home & Living"
"lampara solar","Hogar y Vida","Home & Living","Home & Living",
"cheyenne 2021","Others",,,
"andamios","Hogar y Vida","Hobbies & Collections","Mobile & Gadgets","Mobile & Gadgets"
"converse plataforma","Calzado de Mujer","Men Shoes","Men Shoes","Men Shoes"
"andamios","Hogar y Vida","Hobbies & Collections","Mobile & Gadgets","Mobile & Gadgets"
"arboles navideños","Hogar y Vida","Home & Living","Home & Living","Fashion Accessories"
"cya","Others","Automobiles","Home & Living","Home & Living"
"venta moto","Others",,,
"ebay usa","Others",,,
"ebay usa","Others",,,
"panel solar para casa","Others","Home Appliances","Home & Living","Pets"
"faber castell","Papelería","Stationery","Stationery","Stationery"
"freidoras electricas","Electrodomésticos","Home Appliances","Home Appliances","Home & Living"
"gel antibacterial","Belleza","Home & Living","Home & Living",
"gel antibacterial","Belleza","Home & Living","Home & Living",
"gol 2012","Others","Automobiles","Automobiles","Automobiles"
"honda civic 2013","Others","Vehicle Accessories","Vehicle Accessories",
"horno para pizza","Electrodomésticos","Home & Living","Home & Living","Home & Living"
"horno para pizza","Electrodomésticos","Home & Living","Home & Living","Home & Living"
"botas industriales","Calzado de Hombre","Men Shoes","Men Shoes","Men Shoes"
"impresoras portatiles","Computación","-","Computing",
"inosuke","Juguetes y Hobbies","-","Toys & Hobbies",
"maduras caseros","Electrónica",,,
"smart carro","Others","Baby & Kids Fashion","Mobile & Gadgets","Mobile & Gadgets"
"jeep gladiator","Others","-","Toys & Hobbies",
"litera individual","Hogar y Vida","Home & Living","Home & Living",
"recamaras matrimoniales","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"cubrebocas n95","Salud","-","-",
"cosplay anime","Juguetes y Hobbies","Fashion Accessories","Jewelry & Watches",
"avanza","Others","Automobiles","Automobiles","Automobiles"
"telefono inalambrico","Celulares y Gadgets",,"Mobile & Gadgets",
"microfonos para grabar","Electrónica","-","-",
"cuanto vale la moneda de 20 pesos","Juguetes y Hobbies",,,
"nesuko kamado","Juguetes y Hobbies","Men Clothes","Men Clothes","Men Clothes"
"ollas de acero inoxidable","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"tiras led","Hogar y Vida","Home & Living","Home & Living","Vehicle Accessories"
"luces led para carro","Others",,"Vehicle Accessories",
"canceles para baño","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"zenidol","Salud",,,
"psp","Videojuegos","Video Games","Video Games",
"psp","Videojuegos","Video Games","Video Games",
"redmi 9s","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"rodilleras","Deportes y Fitness","Sports & Fitness","Sports & Fitness","Sports & Fitness"
"f7","Deportes y Fitness","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"foco led para moto","Others",,"Vehicle Accessories",
"arboles navideños","Hogar y Vida","Home & Living","Home & Living","Fashion Accessories"
"squishi","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Mom & Baby"
"a21s samsung","Celulares y Gadgets",,"Mobile & Gadgets","Mobile & Gadgets"
"tetas","Others","Women Clothes","Women Clothes","Women Clothes"
"bongos","Juguetes y Hobbies",,"Toys & Hobbies",
"trompolin","Deportes y Fitness","Sports & Fitness",,
"tsuru","Others","Automobiles","Automobiles","Automobiles"
"mouse y teclado inalambrico","Computación","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"pantalones angelicales","Ropa de Mujer","Men Clothes","Men Clothes","Women Clothes"
"ventilador de torre","Electrodomésticos","Home Appliance","Computing",
"versa 2020","Others","Automobiles","Automobiles","Automobiles"
"kimonos hombre","Ropa de Hombre","Men Clothes","Men Clothes","Men Clothes"
"iphone 13 pro max","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"aveo 2015","Others","Automobiles","Automobiles","Automobiles"
"puerta para perros","Mascotas","Pets","Pets",
"ford fusion","Others","Automobiles","Automobiles","Automobiles"
"sombrillas para jardin","Hogar y Vida","-",,
"bedoyecta","Salud","Health","Health","Health"
"careta con lentes","Salud","Health","Home & Living","Home & Living"
"psp","Videojuegos","Video Games","Video Games",
"iphone 13 pro max","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"converse plataforma","Calzado de Mujer","Men Shoes","Men Shoes","Men Shoes"
"freidora de aire","Electrodomésticos","Home Appliances","Home Appliances","Home & Living"
"rule 34","Libros y Revistas","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"cámaras para computadora","Computación","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"syncol","Salud","Health","Health","Health"
"syncol","Salud","Health","Health","Health"
"syncol","Salud","Health","Health","Health"
"hyrule warriors: age of calamity","Libros y Revistas","Gaming & Consoles","Gaming & Consoles","Gaming & Consoles"
"mercaolibre","Platform Terms (Mercado/Shopee)",,,
"eterogermina","Salud",,,
"hermosa xxx","Others","Men Clothes","Men Clothes","Men Clothes"
"c oppel","Electrodomésticos",,,
"ventase","Others",,,
"snapea","Alimentos y Bebidas",,,
"peliflix","Papelería",,,
"packs monterrey","Others",,,
"crema para depilar zona intima","Belleza","Beauty","Beauty","Beauty"
"cadilac escalade 2021","Others",,,
"freidora de papas","Electrodomésticos","Home & Living","Home Appliances","Home Appliances"
"civic 2017","Others",,"Vehicle Accessories",
"brv honda","Others","Automobiles","Automobiles","Automobiles"
"aspiradora robot","Electrodomésticos","Home Appliances","Home Appliances","Home & Living"
"niple piercing","Joyas y Relojes","Fashion Accessories","Fashion Accessories","Beauty"
"camioneta","Others","-","-",
"poopsie slime","Juguetes y Hobbies","-","-",
"regadera electrica","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"iphone 8 plus nuevo","Celulares y Gadgets","Mobile & Gadgets","-",
"snapea","Alimentos y Bebidas",,,
"plantas contra zombies","Videojuegos","Mom & Baby","Mom & Baby","Mom & Baby"
"regadera electrica","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"samsung s20 precio","Celulares y Gadgets",,,
"transmisor bluetooth","Electrónica","Computing","Computing","Computing"
"rubius corp","Ropa de Hombre","Women Clothes","Women Clothes","Women Clothes"
"recamara individual","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"frozen 34","Juguetes y Hobbies",,,
"yate en venta","Others",,,
"ashley alban","Hogar y Vida",,,
"moño negro","Accesorios de Moda","Fashion Accessories","Women Clothes","Beauty"
"nitro tech whey gold","Deportes y Fitness","Health","Health","Health"
"sujetadores de lentes","Accesorios de Moda","Fashion Accessories","Fashion Accessories",
"kuromi","Juguetes y Hobbies","Women Clothes","Mobile & Gadgets","Women Clothes"
"hornos de microondas","Electrodomésticos","Home Appliances","Home & Living","Home & Living"
"juegos 101","Juguetes y Hobbies",,,
"olivia rodrigo","Electrónica","-","Women Clothes",
"poco x3 128gb","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"pure health","Salud","Fashion Accessories","Travel & Luggage","Travel & Luggage"
"the spanish love deception","Libros y Revistas","Books & Magazines","Books & Magazines","Books & Magazines"
"freidora de aceite","Electrodomésticos","Home & Living","Home & Living","Home & Living"
"yorkshire","Mascotas","Pets","Pets","Pets"
"monster high muñecas","Juguetes y Hobbies","Mom & Baby","Mom & Baby","Hobbies & Collections"
"tequila 7 leguas precio","Alimentos y Bebidas",,,
"nexgard spectra precio","Others",,,
"maquina de soldar microalambre","Electrodomésticos","Home & Living","Home & Living","Home & Living"
"moto g60 características","Celulares y Gadgets",,,
"cinemaratón","Juguetes y Hobbies",,,
"poopergirl","Papelería",,,
"sidi","Libros y Revistas","Sports & Outdoors","Women Shoes","Women Shoes"
"ford lobo 2010","Others",,,
"converse blancos plataforma","Calzado de Mujer","Women Shoes","Sports & Outdoors","Women Shoes"
"car wash","Others","Vehicle Accessories","Vehicle Accessories",
"rastreador","Others","Vehicle Accessories","Mobile & Gadgets",
"mochila transparente","Bolsas de Mujer","Women Bags","Women Bags",
"brincolines de agua","Juguetes y Hobbies","Home & Living","Home & Living","Home & Living"
"fortikux","Deportes y Fitness",,,
"350z","Others","Vehicle Accessories","Vehicle Accessories",
"zapatos de seguridad para mujer","Calzado de Mujer","Women Shoes","Men Shoes",
"brincolin para ejercicio","Deportes y Fitness","Sports & Outdoors","Sports & Outdoors","Men Shoes"
"angela white","Libros y Revistas","Men Clothes","Men Clothes","Men Clothes"
"inmunocal","Salud","Health","Health","Health"
"temporizador","Miscellaneous","Home & Living","Home & Living","Home & Living"
"macbook air m1","Computación",,"Computing",
"caltrate 600 d","Salud",,,
"loratadina","Salud","Health","Health","Health"
"sony wf-1000xm4","Electrónica","-",,
"galaxy a32","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"namso","Hogar y Vida",,,
"itanimulli","Others",,,
"mia piper","Calzado de Mujer",,,
"impresora de etiquetas","Computación","Home & Living","Computing",
"jugetes sexuales","Others","-","-",
"sodimel capsulas","Salud","Fashion Accessories","Mobile & Gadgets","Mobile & Gadgets"
"8.43 color tech","Belleza",,,
"motorola g8 plus","Celulares y Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"banda transportadora","Others","Sports & Outdoors","Fashion Accessories","Fashion Accessories"
"plancha para cabello","Belleza","Beauty","Beauty","Beauty"
"tinta para madera","Hogar y Vida","Stationery","Home & Living","Stationery"
"ventilador honeywell","Electrodomésticos","Motorcycles","Home Appliances","Automobiles"
"adaptador bluetooth","Celulares y Gadgets","Computing","Computing","Vehicle Accessories"
"crossbody coach","Bolsas de Mujer","Women Bags","Women Bags","Men Shoes"
"scrolling text","Libros y Revistas",,,
"eucerin oil control","Salud","Beauty","Beauty","Health"
"maestro tequilero","Alimentos y Bebidas","Food & Beverages","Food & Beverages","Food & Beverages"
"mitos sobre la luna","Libros y Revistas",,,
"horoscopos mhoni vidente","Others",,,
"aguaje","Salud","Home & Living","Home & Living","Stationery"
"aguaje","Salud","Home & Living","Home & Living","Stationery"
"san cipriano","Libros y Revistas","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"sennheiser","Electrónica","Mobile & Gadgets","Mobile & Gadgets",
"kamasutra","Libros y Revistas","Men Clothes","Home & Living","Health"
"aloe vera gel","Salud","Beauty","Beauty","Beauty"
"lucius malfoy rule 34","Libros y Revistas",,,
"tenis adidas","Calzado de Hombre","Sports & Fitness","Baby & Kids Fashion",
"spark 2017 precio","Others",,,
"steam deck","Videojuegos","Gaming & Consoles","Gaming & Consoles","Gaming & Consoles"
"adidas forum bad bunny","Calzado de Hombre","Men Shoes","Men Shoes","Sports & Outdoors"
"vajilla negra","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"taquetes para tablaroca","Hogar y Vida","Home & Living","Home & Living","Home & Living"
"taflavix","Salud","Health","Health","Health"
"gengar","Juguetes y Hobbies","Toys & Hobbies","Toys & Hobbies",
"bota ortopédica","Calzado de Mujer","-",,
"coppel remates","Hogar y Vida",,,
"gogeta blue","Juguetes y Hobbies","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"numero 18 hentai","Others",,,
"tomahawk","Others","-",,
"crop top blusas cortas juveniles","Ropa de Mujer",,,
"internet satelital","Celulares y Gadgets","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"audifonos bose bluetooth","Celulares y Gadgets","Audio","Audio","Mobile & Gadgets"
"i5 laptops","Computación",,,
"cosplay xxx","Others","-",,
