"Keyword","Category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"apple airpods pro 2","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"slippers","Women's Shoes","Women's Shoes","Women's Shoes","Men's Shoes"
"milk storage bag","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
"chng kae","Food & Beverages","Food & Beverages","Food & Beverages",
"male cheongsam","Men's Wear","Men's Wear",,
"gss 2022","Platform Terms (Lazada / Shopee)","Women Bags","Beauty","Beauty"
"luosifen singapore","Food & Beverages",,,
"drill battery","Home & Living","Home & Living","Mobile & Gadgets",
"cheetos flamin hot","Food & Beverages","Food & Beverages",,
"3060 price","Computers & Peripherals","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"mattress memory foam","Home & Living","Home & Living",,
"champion sports","Sports & Outdoors","Men's Wear",,
"toilet mirror","Home & Living","Home & Living","Home & Living","Home & Living"
"mens sunglasses","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"ps5 digital edition singapore","Video Games","Gaming & Consoles","Gaming & Consoles","Gaming & Consoles"
"bicycle front basket","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"the coopidea","Mobile & Gadgets",,"Mobile & Gadgets",
"jumpsuit for men","Men's Wear","Kids Fashion","Sports & Outdoors",
"ps4 pro","Video Games","Video Games","Video Games",
"rgb light strip","Home & Living","Home & Living","Home & Living",
"yuzumi","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"diary book","Home & Living","Home & Living","Home & Living","Home & Living"
"ampoule hair","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"omni frozen","Food & Beverages","Food & Beverages","Food & Beverages",
"ribena jelly drink","Food & Beverages","Food & Beverages","Food & Beverages",
"rio drinks","Food & Beverages","Food & Beverages","Food & Beverages",
"baggie's","Food & Beverages","Men Clothes",,
"straw tumbler","Home & Living","Home & Living","Home & Living",
"premium sg","Mobile & Gadgets","Home & Living","Mobile & Gadgets",
"k380 logitech keyboard","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"cctv camera wireless","Cameras & Drones","Cameras & Drones","Cameras & Drones",
"goo","Toys, Kids & Babies","Home & Living","Home & Living",
"mx keys","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"satisfyer pro 2","Health & Wellness","Miscellaneous","Miscellaneous",
"panini maker","Home Appliances","Home & Living","Home & Living",
"bakers oven","Food & Beverages","Home & Living","Home & Living",
"where to watch f1 in singapore","Lifestyle",,,
"curtain blind","Home & Living","Home & Living","Home & Living","Home & Living"
"premium sg","Mobile & Gadgets","Home & Living","Mobile & Gadgets",
"aape singapore","Mobile & Gadgets",,,
"portable kettle","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"crocs online singapore","Men's Shoes",,,
"parfume","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"timbuk2 backpack","Men's Bags","Men's Bags","Men's Bags",
"hacipupu","Hobbies & Books","Hobbies & Collections","Hobbies & Collections","Hobbies & Collections"
"hair clip","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories"
"ceiling fan singapore with light","Home Appliances",,,
"chandelier lights","Home & Living","Home & Living","Home & Living",
"bbq portable grill","Home & Living","Home & Living","Sports & Outdoors",
"hdmi vga adapter","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals"
"philip air purifier","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"crampon","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"nail filer","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"seahorse outlet in singapore","Home & Living",,,
"sarasa pens","Home & Living","Home & Living","Home & Living",
"burga phone case","Mobile & Gadgets","Mobile & Gadgets",,
"anna nucci sandals","Women's Shoes",,"Men's Shoes",
"dyson singapore hair dryer","Home Appliances","Beauty","Beauty","Beauty"
"hdmi vga adapter","Home Appliances","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals"
"dyson filter","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"nail filer","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"lato lato","Toys, Kids & Babies",,"Mom & Baby","Mom & Baby"
"mellower coffe","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"massage osim","Health & Wellness","Home & Living","Home & Living",
"&honey shampoo","Beauty & Personal Care","Beauty & Personal Care",,
"s23","Mobile & Gadgets","Sports & Outdoors",,
"prom dress singapore","Women's Apparel","Women Clothes","Women Clothes","Women Clothes"
"carhartt sling bag","Men's Bags","Men's Bags","Men's Bags","Men's Bags"
"hot wheel","Toys, Kids & Babies","Hobbies & Books","Toys, Kids & Babies",
"lato lato","Toys, Kids & Babies",,"Mom & Baby","Mom & Baby"
"tank water","Home & Living","Home & Living",,
"vida drinks","Food & Beverages",,,
"lg gram+","Computers & Peripherals","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"tufting gun","Home & Living","Home Appliances","Home Appliances",
"42"" tv","Home Appliances","Home Appliances","Home Appliances",
"kalguksu singapore","Food & Beverages","Stationery","Food & Beverages","Stationery"
"welcia-bhg","Health & Wellness",,"Beauty & Personal Care",
"posca marker","Home & Living","Home & Living","Home & Living",
"samsung tv remote control","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"dyson v11 singapore","Home Appliances",,,
"frozt","Food & Beverages","Food & Beverages","Food & Beverages",
"yam mooncake 2022","Food & Beverages",,,
"durians near me","Food & Beverages",,,
"posca marker","Home & Living","Home & Living","Home & Living",
"welcia-bhg","Beauty & Personal Care",,"Beauty & Personal Care",
"www.lazada.singapore","Platform Terms (Lazada / Shopee)",,,
"nike sale","Men's Shoes","Men's Shoes","Men's Wear",
"soy milk maker","Home Appliances","Home Appliances","Home Appliances",
"asyura paste","Food & Beverages",,"Food & Beverages",
"flexicure cream singapore","Health & Wellness","Health","Health","Beauty"
"oreo blackpink singapore","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"merrell hiking shoes","Men's Shoes","Sports & Outdoors","Sports & Outdoors",
"russet bag japan","Women's Bags","Women Bags","Women Bags","Women Bags"
"crochet kit","Hobbies & Books","Home & Living","Home & Living","Home & Living"
"korean sim card singapore","Mobile & Gadgets",,,
"beats studio buds +","Mobile & Gadgets","Mobile & Gadgets","Audio","Audio"
"olight singapore","Sports & Outdoors",,,
"lilit","Women's Apparel","Women's Apparel","Women's Apparel",
"butane gas canister","Home & Living","Sports & Outdoors","Home & Living",
"nuyolk","Food & Beverages","Food & Beverages",,
"phytopecia shampoo","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"advent calendar 2022 singapore","Home & Living",,,
"limited edt sg","Home & Living","Beauty","Beauty","Beauty"
"mari bank","Platform Terms (Lazada / Shopee)","Hobbies & Collections","Gaming & Consoles","Gaming & Consoles"
"minds cafe","Lifestyle","Food & Beverages","Hobbies & Books",
"nokia wifi beacon 2","Computers & Peripherals","Computers & Peripherals",,
"nokia wifi beacon 2","Computers & Peripherals","Computers & Peripherals",,
"pheromone perfume","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"recoil sg","Men's Wear","Sports & Outdoors",,
"resort world cruise","Lifestyle","Tickets, Vouchers & Services","Tickets, Vouchers & Services","Mom & Baby"
"sonny angel","Hobbies & Books","Toys, Kids & Babies","Toys, Kids & Babies",
"sonny angel","Hobbies & Books","Toys, Kids & Babies","Toys, Kids & Babies",
"t100 karaoke","Home Appliances","Audio","Audio","Audio"
"mari bank","Mobile & Gadgets","Hobbies & Collections","Gaming & Consoles","Gaming & Consoles"
"minds cafe","Women's Shoes","Food & Beverages","Hobbies & Books",
"pheromone perfume","Women's Apparel","Beauty & Personal Care","Beauty & Personal Care",
"sonny angel","Women's Apparel","Toys, Kids & Babies","Toys, Kids & Babies",
"recoil sg","Sports & Outdoors","Sports & Outdoors",,
"nokia wifi beacon 2","Mobile & Gadgets","Computers & Peripherals",,
"advent calendar 2022 singapore","Jewellery & Accessories",,,
"sonny angel","Hobbies & Books","Toys, Kids & Babies","Toys, Kids & Babies",
"limited edt sg","Food & Beverages","Beauty","Beauty","Beauty"
"t100 karaoke","Food & Beverages","Audio","Audio","Audio"
"nokia wifi beacon 2","Dining, Travel & Services","Computers & Peripherals",,
"resort world cruise","Beauty & Personal Care","Tickets, Vouchers & Services","Tickets, Vouchers & Services","Mom & Baby"
"haerin","Hobbies & Books",,"Hobbies & Collections",
"nothing phone 2 singapore","Mobile & Gadgets",,,
"ang mo supermarket","Home & Living",,"Food & Beverages",
"3ce lipstick","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"coklat ferrero","Food & Beverages",,"Food & Beverages",
"ball and chain bag","Women's Bags","Hobbies & Collections","Fashion Accessories","Women Bags"
"monsgeek m1","Computers & Peripherals",,"Computers & Accessories",
"dried vegetables","Food & Beverages","Food & Beverages","Food & Beverages",
"ball and chain bag","Women's Bags","Hobbies & Collections","Fashion Accessories","Women Bags"
"biodance collagen mask","Beauty & Personal Care","Beauty","Beauty","Beauty"
"olive tin","Beauty & Personal Care","Food & Beverages","Beauty & Personal Care",
"biodance collagen mask","Health & Wellness","Beauty","Beauty","Beauty"
"way of wade 10","Others",,"Sports & Outdoors",
"canva pro","Dining, Travel & Services","Men's Wear","Computers & Peripherals",
"seiko nautilus","Watches","Watches","Watches","Watches"
"earfun","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"scarlett supermarket near me","Food & Beverages",,,
"revosit","Health & Wellness","Health & Wellness","Health & Wellness",
"starbuck blackpink","Home & Living","Home & Living","Home & Living",
"anvers","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Sports & Outdoors"
"jia vin bakery","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"kebaya merah","Women's Apparel","Women's Apparel","Women's Apparel",
"keelat","Home Appliances","Home Appliances","Sports & Outdoors",
"black friday cyber monday","Platform Terms (Lazada / Shopee)","Home & Living",,
"mustafa online","Platform Terms (Lazada / Shopee)",,"Home & Living",
"nfl jersey","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"new balance 480","Men's Shoes","Women's Shoes","Sports & Outdoors",
"haus labs","Beauty & Personal Care","Beauty & Personal Care",,
"shower holder","Home & Living","Home & Living","Home & Living","Home & Living"
"apple iphone 14","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"non camera smartphone","Mobile & Gadgets","Cameras & Drones",,
"seahorse mattress","Home & Living","Home & Living","Home & Living","Home & Living"
"sea aquarium tickets","Dining, Travel & Services","Dining, Travel & Services","Dining, Travel & Services",
"xiaomi wireless earbuds","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"manic panic singapore","Beauty & Personal Care",,,
"ez charm","Hobbies & Books","Hobbies & Books","Hobbies & Books",
"seller","Platform Terms (Lazada / Shopee)","Home & Living",,
"sona","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"stevia singapore","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"gadget plus","Mobile & Gadgets",,"Mobile & Gadgets",
"axtro sports","Mobile & Gadgets","Mobile & Gadgets",,
"fridge","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"click and grow singapore","Home & Living",,,
"ezlink shop","Hobbies & Books","Women's Bags","Women's Bags",
"playpen singapore","Toys, Kids & Babies",,"Toys, Kids & Babies",
"door viewer camera","Cameras & Drones","Home & Living","Home & Living","Home & Living"
"best bargain computers pte ltd","Computers & Peripherals",,,
"cooler box","Sports & Outdoors","Home & Living","Home & Living","Home & Living"
"battery tester","Automotive","Home Appliances","Home & Living","Automotive"
"sony mobile singapore","Mobile & Gadgets","Mobile & Gadgets",,
"headphones singapore","Mobile & Gadgets","Mobile & Gadgets",,
"paint - brush","Home & Living",,,
"diptyque","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"mac cosmetics","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"sharp+microwave","Home Appliances","Home Appliances","Home Appliances","Home & Living"
"see’s candies","Food & Beverages","Food & Beverages","Food & Beverages",
"sheng siong voucher","Dining, Travel & Services",,"Health & Wellness",
"baby mattress singapore","Toys, Kids & Babies","Toys, Kids & Babies",,
"dyson hair dryer singapore","Home Appliances",,"Home Appliances",
"fsl lighting","Home & Living",,"Home & Living",
"born in colour","Home & Living","Home & Living","Home & Living",
"immunped singapore","Health & Wellness",,"Health & Wellness",
"charity organizations in singapore","Lifestyle",,,
"workout bench","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"taka jewellery","Jewellery & Accessories","Jewellery & Accessories","Jewellery & Accessories",
"best place to date in singapore","Lifestyle",,,
"magnetic board","Home & Living","Home & Living","Home & Living",
"folding bed singapore","Home & Living","Home & Living","Home & Living",
"green party singapore","Home & Living",,"Home & Living",
"figurine","Hobbies & Books","Home & Living","Home & Living",
"curtain","Home & Living","Home & Living","Home & Living","Home & Living"
"mipad 4","Mobile & Gadgets",,"Mobile & Gadgets",
"curtain","Home & Living","Home & Living","Home & Living","Home & Living"
"light stax","Toys, Kids & Babies","Toys, Kids & Babies",,
"innisfree","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"stamford tyres","Automotive","Automotive","Automotive",
"giant bicycle singapore","Sports & Outdoors",,"Sports & Outdoors",
"jaben","Mobile & Gadgets","Mobile & Gadgets",,
"xiaomi redmi note 8","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"night light singapore","Home & Living","Home & Living","Home & Living",
"hollow knight switch","Video Games","Video Games","Video Games",
"samsung note 3 battery singapore","Mobile & Gadgets",,,
"placemat","Home & Living","Home & Living","Home & Living","Home & Living"
"lamy singapore","Home & Living","Home & Living",,
"innisfree","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"giant bicycle singapore","Sports & Outdoors",,"Sports & Outdoors",
"sg wolf","Women's Bags","Fashion Accessories","Food & Beverages","Food & Beverages"
"nakamichi nm-tw1126 review","Mobile & Gadgets",,,
"cerave sa cleanser","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"asrock b450m pro4","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"online groceries singapore","Others",,,
"biosys hair tonic","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"merida singapore","Sports & Outdoors","Sports & Outdoors",,
"daikin ac remote control","Home Appliances","Home Appliances","Home Appliances",
"toys or games","Video Games","Hobbies & Books",,
"xtreme solution","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"face+paint","Beauty & Personal Care","Beauty","Beauty","Beauty"
"led strip","Home & Living","Home & Living","Home & Living","Home & Living"
"mpow","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"kanken sling bag","Women's Bags","Women's Bags","Women's Bags","Women's Bags"
"led strip","Home & Living","Home & Living","Home & Living","Home & Living"
"urban mood singapore","Home & Living",,,
"p43 pro price in singapore","Mobile & Gadgets",,,
"eurotex","Home & Living","Home & Living","Home & Living",
"anello","Women's Bags","Women's Bags","Women's Bags",
"aprilskin turn up color cream","Beauty & Personal Care","Beauty & Personal Care",,
"bowflex singapore","Sports & Outdoors","Sports & Outdoors",,
"pee tray","Pet Food & Supplies","Pet Food & Supplies","Pet Food & Supplies","Pet Food & Supplies"
"hbada chair","Home & Living","Home & Living","Home & Living",
"b450 tomahawk max","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"delivery box","Home & Living","Home & Living","Automotive","Automotive"
"korean facemask","Beauty & Personal Care","Home & Living","Health & Wellness",
"audio cable 3.5 mm","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"wardrobes singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"ferrero rocher ice cream","Food & Beverages","Food & Beverages",,
"cargo pants womens","Women's Apparel","Women's Apparel","Women's Apparel",
"t2","Food & Beverages","Food & Beverages","Food & Beverages",
"modori","Home & Living","Home & Living","Home & Living",
"best mascara asian lashes","Beauty & Personal Care",,,
"desktop shelf","Home & Living","Home & Living","Home & Living",
"axis y","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"car sunshade","Automotive","Automotive","Automotive",
"sound proof foam","Home & Living","Hobbies & Books","Home & Living","Home & Living"
"wardrobes singapore","Home & Living","Home & Living","Home & Living","Home & Living"
"electric scooters singapore","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Health"
"aftershokz singapore","Mobile & Gadgets","Audio","Audio","Audio"
"desk shelve","Home & Living","Home & Living",,
"logitech g915","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"avolta portable aircon","Home Appliances","Home Appliances","Home Appliances",
"movable table","Home & Living","Home & Living","Home & Living","Home & Living"
"korean facemask","Health & Wellness","Home & Living","Health & Wellness",
"microscope singapore","Toys, Kids & Babies","Toys, Kids & Babies",,
"menstrual cup singapore","Health & Wellness",,"Beauty & Personal Care",
"misty dream","Home & Living","Home & Living",,
"sterra sg","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"hengai","Home & Living",,"Beauty & Personal Care",
"bubble bath","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"hysses diffuser","Home & Living","Home & Living","Home & Living","Home & Living"
"single mattress singapore","Home & Living","Home & Living",,
"surgisyl","Health & Wellness","Health & Wellness","Health & Wellness",
"madshrimp","Pet Food & Supplies","Pet Food & Supplies",,
"red magic 6 pro","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"bicycle fold","Sports & Outdoors","Sports & Outdoors",,
"sterra sg","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"weight plates","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"hysses diffuser","Home & Living","Home & Living","Home & Living","Home & Living"
"beef short ribs singapore","Food & Beverages",,,
"weight plates","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"transtar travel vtl ticket booking","Dining, Travel & Services",,,
"teenager bra","Kids Fashion","Women's Apparel","Women's Apparel","Women's Apparel"
"carpets for living room","Home & Living","Home & Living","Home & Living",
"laneign","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"nerf guns","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
"car pow","Automotive","Automotive","Automotive",
"bachacoffee","Food & Beverages","Food & Beverages",,
"engraving machine","Computers & Peripherals","Home Appliances","Home Appliances","Home Appliances"
"haiku fan singapore","Home Appliances",,,
"samsung galaxy watch 4","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"starbucks toffee nut latte","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"bromton bike","Sports & Outdoors","Sports & Outdoors",,
"daun sanna","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"teachers' day gift idea singapore","Lifestyle",,,
"superga shoes","Women's Shoes","Women's Shoes","Women's Shoes",
"clorex","Home & Living","Home & Living",,
"boxes for gifts","Home & Living","Home & Living","Home & Living",
"we re not really strangers","Hobbies & Books","Hobbies & Books","Hobbies & Books","Hobbies & Books"
"hand held mixer","Home Appliances","Home Appliances","Home Appliances",
"epomaker","Computers & Peripherals","Computers & Peripherals",,
"we re not really strangers","Hobbies & Books","Hobbies & Books","Hobbies & Books","Hobbies & Books"
"epitex pillow review","Home & Living",,,
"healthier choice snacks","Food & Beverages","Food & Beverages","Food & Beverages",
"ohora","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"coconut shake recipe","Lifestyle",,,
"yusheng delivery","Food & Beverages",,"Food & Beverages",
"pure dhab","Health & Wellness","Health & Wellness","Health & Wellness",
"fila backpack","Women's Bags","Women's Bags","Women's Bags",
"reusable film camera","Cameras & Drones","Cameras & Drones","Cameras & Drones",
"samsung galaxy s21 ultra singapore","Mobile & Gadgets",,,
"3d2n staycation singapore","Dining, Travel & Services","Dining, Travel & Services",,
"hot pockets singapore","Sports & Outdoors",,,
"metal coat hanger wall","Home & Living",,,
"rigel toilet bowl","Home & Living","Home & Living","Home & Living",
"veja singapore","Women's Shoes","Men Clothes","Beauty","Beauty"
"ohora","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"fila backpack","Women's Bags","Women's Bags","Women's Bags",
"wall light singapore","Home & Living","Home & Living",,
"promask face mask","Health & Wellness",,,
"the grey space","Women's Bags","Home & Living","Women's Bags",
"velkhana","Video Games","Hobbies & Books","Hobbies & Books",
"crius folding bike","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"playhao","Toys, Kids & Babies","Toys, Kids & Babies",,
"mobilerelation","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"ensure life","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"neuflo uses","Health & Wellness",,,
"g pro wireless","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"tube cup","Home & Living",,"Home & Living",
"meguri","Food & Beverages","Women's Apparel","Beauty & Personal Care",
"bladeless fan singapore","Home Appliances","Home Appliances","Mobile & Gadgets",
"tube cup","Home & Living",,"Home & Living",
"iris healthcare mask","Health & Wellness","Health & Wellness","Health & Wellness","Health & Wellness"
"home office desk singapore","Home & Living",,,
"mylatex mattress singapore","Home & Living",,,
"pixel 4a 5g singapore","Mobile & Gadgets",,,
"moka pot singapore","Home & Living","Home & Living",,
"monkey shoulder","Food & Beverages","Food & Beverages","Food & Beverages","Food & Beverages"
"iphone 12 pro max price","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"gunpla singapore","Hobbies & Books","Hobbies & Books",,
"plastic chair","Home & Living","Home & Living","Home & Living","Home & Living"
"blue light glasses singapore","Jewellery & Accessories","Jewellery & Accessories",,
"led string lights","Home & Living","Home & Living","Home & Living",
"web camera","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"foldable trolley","Home & Living","Home & Living","Home & Living","Home & Living"
"sunday bedding","Home & Living","Home & Living","Home & Living",
"asus rog zephyrus g14","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"yale digital lock singapore","Home & Living",,,
"ikea sg online","Home & Living",,,
"hair crimper","Home Appliances","Beauty & Personal Care","Beauty & Personal Care",
"baby breath","Home & Living","Home & Living","Home & Living",
"g shock sg","Watches","Watches",,
"hand bag singapore","Women's Bags","Women's Bags","Women's Bags",
"shopping trolley cart","Home & Living","Home & Living","Home & Living",
